GEOID,median_hh_income,total_n_hh,hh_under_0.5_pov,hh_between_0.5_0.74_pov,hh_between_0.75_0.99_pov,hh_between_1.00_to_1.24_pov,hh_between_1.25_to_1.49_pov,hh_between_1.50_to_1.74_pov,hh_between_1.75_to_1.84_pov,hh_between_1.85_to_1.99_pov,hh_between_2.00_to_2.99_pov,hh_between_3.00_to_3.99_pov,hh_between_4.00_to_4.99_pov,hh_between_5.00_and_over_pov,year,pov_share_under_1_00
17031824119,109137,1687,18,0,19,105,48,38,0,0,206,97,167,989,2023,0.021932424422050976
17031824121,93277,858,23,9,14,24,12,51,0,7,50,118,153,397,2023,0.053613053613053616
17031824122,144738,1664,0,18,9,22,18,0,0,0,150,218,167,1062,2023,0.016225962
17031824123,96599,2188,11,11,0,0,55,9,35,26,348,396,398,899,2023,0.010054844606946984
17031824124,79688,778,6,20,38,22,0,95,0,0,90,134,47,326,2023,0.082262211
17031824125,123277,1131,0,0,11,21,33,37,111,0,69,120,209,520,2023,0.009725906
17031824126,173056,1690,0,13,67,23,0,17,0,0,88,181,127,1174,2023,0.047337278106508875
17031824127,117574,999,20,21,0,0,24,96,8,0,53,133,60,584,2023,0.041041041
17031824128,94667,1221,18,0,42,10,8,5,0,0,112,315,123,588,2023,0.049140049
17031824129,107774,1141,15,0,6,0,0,21,21,10,149,93,227,599,2023,0.018404907975460124
17031824300,37202,970,158,0,79,26,106,8,0,101,154,26,158,154,2023,0.2443298969072165
17031824400,50357,364,8,24,4,0,0,20,12,7,118,61,39,71,2023,0.098901099
17031824503,85294,1440,25,0,22,27,94,15,22,28,118,163,165,761,2023,0.032638889
17031824505,74205,1618,0,14,35,91,22,90,0,0,426,323,164,453,2023,0.030284301606922127
17031824507,84504,974,0,0,20,85,47,22,8,0,230,141,78,343,2023,0.020533881
17031824508,70703,773,33,41,16,0,19,27,16,0,136,87,91,307,2023,0.11642949547218628
17031824509,119799,1344,21,0,25,0,44,0,0,21,169,208,289,567,2023,0.03422619
17031824601,89036,1036,29,0,0,45,19,57,35,10,74,224,138,405,2023,0.027992277992277992
17031824602,79637,1850,0,0,0,135,7,28,104,0,386,412,219,559,2023,0
17031824701,48869,926,96,25,29,0,51,54,7,0,157,95,162,250,2023,0.16198704103671707
17031824702,61549,1546,231,0,0,39,8,0,0,42,270,246,254,456,2023,0.14941785252263906
17031824800,71313,1611,49,23,25,134,41,90,0,50,476,326,224,173,2023,0.060211049
17031824900,70000,664,53,0,37,0,36,32,17,12,142,92,67,176,2023,0.1355421686746988
17031825000,80875,1104,0,0,0,36,29,13,35,11,128,332,179,341,2023,0
17031825200,75170,502,4,0,40,12,7,28,5,0,85,89,61,171,2023,0.087649402
17031825302,103010,1393,89,17,0,14,12,0,12,12,213,163,101,760,2023,0.07609476
17031825303,82768,950,52,19,0,0,0,48,17,26,279,122,132,255,2023,0.074736842
17031825304,94961,1099,37,0,8,5,26,0,54,13,42,184,244,486,2023,0.040946315
17031825400,94743,1461,61,0,0,28,35,0,31,32,156,309,249,560,2023,0.041752225
17031825501,68245,1151,96,0,0,43,113,11,0,43,355,43,130,317,2023,0.083405734
17031825503,74196,1914,343,0,17,0,0,199,0,0,145,301,421,488,2023,0.18808777429467086
17031825504,66369,924,116,0,29,0,69,5,0,12,163,128,7,395,2023,0.15692640692640691
17031825505,76682,1182,60,21,0,40,65,36,77,0,122,218,178,365,2023,0.068527919
17031825600,56563,1291,222,5,105,0,57,90,22,0,216,192,214,168,2023,0.2571649883810999
17031825700,55708,779,74,10,5,23,128,23,52,7,234,43,51,129,2023,0.11424903722721438
17031825801,41786,829,16,276,25,61,50,0,35,21,108,58,18,161,2023,0.3823884197828709
17031825802,67813,1663,108,0,68,68,17,236,0,61,196,402,331,176,2023,0.105832832
17031825803,65336,1389,29,0,40,0,110,40,18,84,115,298,299,356,2023,0.049676026
17031825900,49241,730,183,55,9,19,87,15,0,22,117,116,17,90,2023,0.33835616438356164
17031826000,65104,628,80,7,55,0,50,1,0,3,102,137,85,108,2023,0.22611464968152867
17031826100,51296,1252,32,188,48,82,57,104,0,29,183,155,181,193,2023,0.21405750798722045
17031826201,42798,642,47,47,12,0,59,0,0,16,148,133,45,135,2023,0.16510903426791276
17031826202,56295,1477,123,0,191,7,182,214,27,26,169,118,189,231,2023,0.21259309410968177
17031826301,68699,1061,76,32,4,123,0,55,0,39,111,255,30,336,2023,0.1055607917059378
17031826303,84508,898,20,0,0,76,133,0,10,19,104,128,118,290,2023,0.022271714922048998
17031826304,57386,778,82,0,22,88,20,0,0,42,139,187,67,131,2023,0.13367609254498714
17031826401,46967,680,105,0,20,81,24,0,41,4,30,116,167,92,2023,0.18382352941176472
17031826402,53407,1173,108,67,0,43,110,86,33,46,149,131,175,225,2023,0.14919011082693948
17031826500,58496,1407,149,116,14,19,60,128,0,11,170,296,82,362,2023,0.19829424307036247
17031826600,48058,1047,173,89,56,61,46,59,0,67,144,128,63,161,2023,0.3037249283667622
17031826700,46563,1024,145,37,76,91,122,62,0,49,195,46,70,131,2023,0.251953125
17031826800,60489,1250,7,229,68,17,44,195,6,73,277,100,100,134,2023,0.2432
17031826901,19522,330,96,60,16,17,25,4,0,37,12,9,10,44,2023,0.5212121212121212
17031826902,41595,205,8,29,0,27,0,0,4,28,59,33,11,6,2023,0.18048780487804877
17031827000,55490,692,0,28,109,44,80,25,0,0,57,144,152,53,2023,0.19797687861271676
17031827100,27379,449,50,8,25,47,21,20,7,0,82,47,74,68,2023,0.18485523385300667
17031827200,57311,859,25,10,22,49,52,6,38,75,162,94,70,256,2023,0.066356228
17031827300,27964,541,155,12,36,27,0,33,29,21,62,0,47,119,2023,0.3752310536044362
17031827400,34492,522,17,27,38,85,14,36,0,25,63,123,16,78,2023,0.15708812260536398
17031827500,61165,1080,55,38,47,37,165,92,8,33,175,193,147,90,2023,0.12962962962962962
17031827600,45064,614,15,68,40,49,79,44,0,9,208,9,49,44,2023,0.2003257328990228
17031827700,56372,511,57,56,0,36,17,28,7,0,107,60,13,130,2023,0.22113502935420742
17031827801,86956,1211,48,83,0,0,27,19,7,11,103,284,275,354,2023,0.10817506193228736
17031827802,81563,634,37,21,0,14,13,0,13,10,147,103,171,105,2023,0.09148265
17031827804,76010,798,23,0,22,24,22,19,21,9,81,174,185,218,2023,0.056390977
17031827805,97361,769,46,16,11,0,3,27,0,64,95,106,67,334,2023,0.094928479
17031827901,131974,515,3,11,6,29,15,43,0,0,53,39,51,265,2023,0.038834951456310676
17031827902,61862,973,95,34,20,131,26,7,22,0,175,89,163,211,2023,0.15313463514902365
17031828000,67939,1185,9,10,2,33,19,128,22,0,222,248,166,326,2023,0.017721518987341773
17031828100,64782,1410,153,0,87,0,66,9,0,0,186,416,179,314,2023,0.1702127659574468
17031828201,63778,1001,58,37,5,49,14,70,0,38,187,162,179,202,2023,0.0999001
17031828202,59464,1126,56,63,23,38,28,54,0,0,168,151,102,443,2023,0.1261101243339254
17031828300,55069,696,0,26,28,4,11,131,0,10,111,110,99,166,2023,0.077586207
17031828401,74349,846,35,0,62,9,4,35,7,24,179,56,202,233,2023,0.11465721040189125
17031828402,60179,777,43,69,18,31,42,20,27,9,115,157,110,136,2023,0.16731016731016732
17031828503,44837,1118,31,74,63,167,103,10,16,23,227,120,78,206,2023,0.15026833631484796
17031828504,57175,978,124,74,17,191,41,78,0,21,109,133,42,148,2023,0.2198364008179959
17031828505,108854,1977,146,37,0,53,0,0,44,0,213,158,230,1096,2023,0.092564492
17031828507,83630,958,0,21,0,0,41,12,11,54,229,115,184,291,2023,0.021920668058455117
17031828508,29207,1058,158,97,27,218,0,0,34,0,273,16,185,50,2023,0.2665406427221172
17031828601,101382,1132,0,7,2,0,0,51,8,0,157,200,90,617,2023,0.00795053
17031828602,105199,1225,23,48,15,24,27,20,0,29,70,227,98,644,2023,0.070204082
17031828701,60129,925,118,51,43,47,11,0,0,18,261,94,96,186,2023,0.22918918918918918
17031828702,85417,889,0,26,0,15,31,56,98,7,61,110,132,353,2023,0.029246344
17031828801,117095,1327,22,18,0,0,54,41,0,0,190,107,212,683,2023,0.03014318
17031828802,71094,829,11,37,13,11,116,106,10,0,143,47,163,172,2023,0.07358263
17031828900,58189,795,42,94,0,0,83,34,56,0,114,225,55,92,2023,0.1710691823899371
17031829000,-666666666,204,43,8,38,0,15,77,0,0,0,2,0,21,2023,0.4362745098039216
17031829100,38988,748,181,30,15,47,9,48,25,0,127,51,107,108,2023,0.30213903743315507
17031829200,57796,1263,93,81,106,86,55,60,90,133,118,153,47,241,2023,0.22169437846397466
17031829301,88750,927,64,0,0,46,60,0,29,44,108,107,75,394,2023,0.069039914
17031829302,51725,751,65,0,195,27,32,21,41,0,139,70,34,127,2023,0.34620505992010653
17031829401,54875,234,1,0,23,0,22,49,0,0,55,59,17,8,2023,0.10256410256410256
17031829402,59461,635,17,0,42,60,0,0,0,114,77,51,167,107,2023,0.092913386
17031829500,56250,983,24,131,21,0,48,34,0,37,255,174,40,219,2023,0.1790437436419125
17031829600,67901,754,32,25,0,0,49,0,16,19,228,196,103,86,2023,0.075596817
17031829700,53409,750,40,41,51,17,4,60,8,8,138,211,23,149,2023,0.176
17031829800,141250,1905,15,0,0,17,8,0,0,0,205,189,181,1290,2023,0.007874016
17031829902,91585,1801,162,0,43,13,0,111,33,0,109,247,58,1025,2023,0.11382565241532482
17031829903,85972,890,22,17,0,78,0,0,10,65,141,111,97,349,2023,0.043820224719101124
17031829904,79411,895,0,0,0,0,0,28,0,0,200,72,350,245,2023,0
17031830001,46250,529,19,23,30,10,0,37,0,11,40,139,107,113,2023,0.13610586011342155
17031830003,128750,2189,29,0,58,0,0,0,32,0,184,108,420,1358,2023,0.039744175422567384
17031830004,109949,1464,68,14,0,0,12,0,23,12,147,147,284,757,2023,0.056010928961748634
17031830005,84375,901,58,0,0,0,0,8,14,0,64,185,105,467,2023,0.064372919
17031830006,60000,582,1,37,5,10,15,12,0,0,41,187,74,200,2023,0.073883162
17031830007,57273,1214,85,0,13,33,22,61,68,120,273,101,180,258,2023,0.080724876
17031830008,113125,1125,11,8,4,0,0,0,34,31,104,170,144,619,2023,0.020444444444444446
17031830100,94095,826,24,34,7,25,44,36,0,4,93,111,107,341,2023,0.078692494
17031830201,51748,1199,36,11,0,78,22,50,71,110,124,226,207,264,2023,0.039199333
17031830202,90105,837,23,50,19,0,0,0,0,27,143,179,253,143,2023,0.10991636798088411
17031830300,41250,1217,67,27,31,263,114,8,10,4,204,97,171,221,2023,0.10271158586688578
17031830400,63182,869,80,53,7,47,66,19,0,11,215,38,99,234,2023,0.1611047180667434
17031830500,65795,825,65,29,0,16,84,31,0,0,241,207,95,57,2023,0.11393939393939394
17031830600,64261,974,60,39,22,21,70,48,61,0,42,242,141,228,2023,0.12422997946611909
17031830700,67462,590,77,0,32,89,22,56,0,10,40,24,8,232,2023,0.1847457627118644
17031830800,85819,465,0,0,0,0,0,0,0,0,55,18,16,376,2023,0
17031830900,138092,654,6,22,0,0,0,0,0,0,65,76,90,395,2023,0.042813456
17031831000,199886,583,0,0,22,0,0,29,0,0,12,23,0,497,2023,0.037735849
17031831100,97640,1322,46,115,43,0,69,158,0,0,270,185,58,378,2023,0.15431164901664146
17031831200,61250,1221,51,0,58,131,65,176,60,14,271,196,83,116,2023,0.089271089
17031831300,45583,272,0,62,0,13,42,34,0,0,41,0,50,30,2023,0.22794117647058823
17031831400,33516,553,0,108,52,115,0,66,0,0,72,43,0,97,2023,0.28933092224231466
17031831500,78682,711,0,9,31,0,83,25,39,11,210,96,103,104,2023,0.05625879
17031831600,59535,1511,48,0,11,57,32,21,0,157,333,330,275,247,2023,0.039046988749172735
17031831700,47232,479,17,0,0,14,42,19,6,24,75,51,67,164,2023,0.035490605
17031831800,84357,1501,55,54,82,24,51,153,17,47,301,29,128,560,2023,0.12724850099933377
17031831900,131567,437,0,0,21,0,0,21,16,0,32,8,10,329,2023,0.04805492
17031832000,146944,270,0,0,0,0,0,0,0,0,11,8,0,251,2023,0
17031832100,84875,677,74,9,0,79,0,0,0,0,152,48,13,302,2023,0.12259970457902511
17031832200,152902,652,8,23,0,0,0,0,0,9,88,18,0,506,2023,0.047546012
17031832300,131212,465,32,0,0,12,0,6,0,26,39,0,19,331,2023,0.068817204
17031832400,128000,683,21,0,0,0,0,32,10,0,9,127,92,392,2023,0.030746706
17031832500,148971,636,3,0,14,0,12,0,0,0,33,19,12,543,2023,0.026729559748427674
17031832600,211324,903,12,0,0,5,72,0,0,0,0,22,20,772,2023,0.013289036544850499
17031832900,80951,365,19,8,0,18,0,0,0,0,24,50,34,212,2023,0.073972603
17031833000,169489,821,0,0,0,30,0,0,0,0,34,0,15,742,2023,0
17031833100,168125,1889,21,0,0,172,0,68,15,0,26,0,116,1471,2023,0.011116993
17031833300,90806,470,0,14,0,15,0,0,31,0,0,42,17,351,2023,0.029787234042553193
17031833900,40694,594,100,75,55,18,72,22,0,0,100,94,14,44,2023,0.3872053872053872
17031834000,41225,929,131,8,0,114,158,100,0,0,194,121,27,76,2023,0.1496232508073197
17031834200,63523,1170,116,26,26,0,0,120,0,96,253,201,177,155,2023,0.14358974358974358
17031834300,52425,1617,144,0,104,65,19,43,75,0,264,339,157,407,2023,0.1533704390847248
17031834400,40588,922,73,82,12,7,0,72,11,21,104,91,79,370,2023,0.18112798264642083
17031834500,53958,338,63,59,10,0,61,12,46,0,8,47,0,32,2023,0.3905325443786982
17031834600,24836,376,75,31,11,14,41,20,8,41,18,34,0,83,2023,0.31117021276595747
17031834700,37000,266,34,11,13,15,9,27,0,0,79,47,8,23,2023,0.21804511278195488
17031834800,21636,301,40,13,8,24,14,11,17,33,127,8,0,6,2023,0.2026578073089701
17031834900,20086,158,0,0,15,0,0,4,38,0,37,39,12,13,2023,0.094936709
17031835000,41907,1110,103,107,36,88,139,31,0,0,264,169,139,34,2023,0.22162162162162163
17031835100,46414,998,125,46,18,0,46,204,20,16,133,162,112,116,2023,0.18937875751503006
17031835200,79000,415,0,31,0,26,7,17,41,0,99,47,47,100,2023,0.074698795
17031835500,20669,295,8,63,47,12,29,16,0,0,41,29,0,50,2023,0.4
17031835600,14074,113,54,0,0,0,0,0,0,0,32,0,10,17,2023,0.4778761061946903
17031835800,84500,455,0,0,75,0,9,66,0,10,11,7,127,150,2023,0.16483516483516483
17031836000,79485,594,67,24,0,37,17,21,0,0,82,24,116,206,2023,0.1531986531986532
17031836100,19645,441,175,0,17,21,20,88,0,23,17,0,0,80,2023,0.43537414965986393
17031836200,-666666666,72,0,0,0,0,0,0,0,0,0,6,0,66,2023,0
17031836300,50729,233,19,0,0,0,6,0,0,9,62,40,6,91,2023,0.081545064
17031836400,27012,853,233,10,29,41,26,0,0,0,136,64,44,270,2023,0.31887456037514655
17031836500,-666666666,397,58,55,22,14,19,0,0,36,65,22,0,106,2023,0.34005037783375314
17031836600,84667,463,0,0,20,0,19,103,8,19,66,46,57,125,2023,0.043196544
17031836700,47439,561,33,58,0,29,92,0,21,2,64,183,17,62,2023,0.1622103386809269
17031836800,22642,471,108,24,104,14,37,0,7,32,29,20,23,73,2023,0.5010615711252654
17031836900,43333,411,190,43,14,0,0,0,0,0,38,44,11,71,2023,0.6009732360097324
17031837000,43951,538,34,38,16,90,6,0,0,0,129,64,22,139,2023,0.16356877323420074
17031837100,61351,299,11,13,21,0,0,31,0,13,19,27,49,115,2023,0.1505016722408027
17031837300,22197,552,134,17,79,14,13,44,9,0,113,48,39,42,2023,0.4166666666666667
17031837400,45234,491,124,0,0,0,9,73,0,8,112,0,22,143,2023,0.2525458248472505
17031837800,34688,468,0,57,55,23,6,58,42,0,97,0,92,38,2023,0.23931623931623933
17031838000,-666666666,517,75,0,0,40,10,0,14,27,122,44,81,104,2023,0.1450676982591876
17031838100,-666666666,109,0,0,0,0,0,12,0,0,15,0,0,82,2023,0
17031838200,105667,204,0,0,0,0,0,0,10,0,37,22,19,116,2023,0
17031838300,104968,478,73,0,18,0,23,21,0,0,48,0,45,250,2023,0.1903765690376569
17031838600,14701,279,68,0,0,0,27,0,0,14,61,38,55,16,2023,0.24372759856630824
17031838700,24074,839,241,41,44,45,213,41,0,20,78,37,0,79,2023,0.38855780691299163
17031838800,24432,764,92,47,195,50,54,27,12,0,127,86,36,38,2023,0.43717277486910994
17031839000,95565,1847,0,0,44,0,82,76,68,41,52,395,0,1089,2023,0.023822414726583648
17031839100,139943,1016,0,12,0,0,0,0,0,0,62,20,48,874,2023,0.011811023622047244
17031839200,39133,364,22,22,11,4,0,42,0,38,50,30,0,145,2023,0.1510989010989011
17031839500,55625,314,0,0,0,0,1,9,0,0,10,38,13,243,2023,0
17031839600,68880,391,0,39,0,0,27,12,3,0,39,79,63,129,2023,0.099744246
17031839700,90149,1198,52,0,21,0,11,164,0,0,65,104,140,641,2023,0.060934891
17031839800,79643,710,8,93,7,13,14,0,21,0,32,130,75,317,2023,0.15211267605633802
17031839900,89712,1061,28,3,0,50,38,0,0,8,68,209,31,626,2023,0.029217719132893498
17031840000,87731,770,29,80,41,14,0,20,15,0,125,60,35,351,2023,0.19480519480519481
17031840100,66981,648,32,61,0,49,18,0,17,0,99,146,100,126,2023,0.14351851851851852
17031840200,51771,539,42,24,53,54,27,50,0,7,92,99,23,68,2023,0.22077922077922077
17031840300,74722,851,73,24,32,38,93,30,0,20,130,116,79,216,2023,0.15158636897767333
17031840400,77768,1019,28,16,28,78,43,65,18,14,45,265,115,304,2023,0.070657507
17031840700,106250,782,0,0,25,14,30,35,0,0,132,341,67,138,2023,0.031969309
17031840800,47572,788,26,28,80,142,51,57,39,33,109,103,60,60,2023,0.1700507614213198
17031841000,105625,275,0,24,11,9,0,0,0,0,6,2,7,216,2023,0.12727272727272726
17031841100,43527,1882,46,64,197,104,99,71,77,77,329,355,153,310,2023,0.16312433581296493
17031841200,62819,1020,33,39,35,25,28,86,52,12,282,122,121,185,2023,0.10490196078431373
17031841300,69327,907,22,137,64,60,2,62,0,0,96,106,36,322,2023,0.24586549062844543
17031841500,24706,489,121,0,66,13,28,125,0,0,86,10,0,40,2023,0.3824130879345603
17031841700,45854,216,23,8,0,0,0,48,0,0,40,18,0,79,2023,0.14351851851851852
17031841800,50964,504,70,28,15,27,68,0,0,47,73,17,58,101,2023,0.22420634920634921
17031841900,136955,695,0,0,0,0,0,0,0,0,10,36,32,617,2023,0
17031842000,135341,254,5,0,0,6,0,0,0,0,0,9,85,149,2023,0.019685039
17031842100,60741,1511,82,31,81,28,238,65,0,0,409,66,135,376,2023,0.128391794
17031842200,95174,708,0,33,0,0,0,24,0,0,0,0,15,636,2023,0.046610169491525424
17031842300,173082,676,0,0,6,0,8,10,0,0,7,6,14,625,2023,0.00887574
17031842400,100870,794,0,0,0,0,0,29,0,45,219,157,0,344,2023,0
17031842500,36955,658,154,23,81,10,39,0,51,6,240,15,30,9,2023,0.392097264
17031842600,91667,1221,110,95,21,35,10,53,28,63,101,78,112,515,2023,0.1850941850941851
17031842800,56667,1738,139,37,183,189,72,76,59,145,226,256,43,313,2023,0.20655926352128884
17031842900,21521,467,199,14,71,51,16,21,24,0,0,58,13,0,2023,0.6081370449678801
17031843000,21726,523,97,66,49,0,0,51,7,20,60,42,36,95,2023,0.40535372848948376
17031843100,61648,304,0,41,23,22,0,13,0,27,77,0,29,72,2023,0.21052631578947367
17031843200,70525,449,15,0,21,60,31,33,8,16,91,47,39,88,2023,0.080178174
17031843300,65278,265,19,26,0,0,4,0,7,13,27,78,61,30,2023,0.16981132075471697
17031843400,43021,269,10,16,16,0,18,0,0,0,137,0,61,11,2023,0.15613382899628253
17031843500,55833,125,13,23,0,0,0,10,17,0,9,42,11,0,2023,0.288
17031843600,71359,744,47,42,31,22,55,71,0,0,45,61,103,267,2023,0.16129032258064516
17031843700,134000,549,9,0,0,0,0,0,0,0,27,42,0,471,2023,0.016393443
17031843800,57885,506,1,0,41,121,35,40,0,18,0,86,47,117,2023,0.083003953
17031843900,47760,711,48,0,164,0,26,57,0,30,0,115,12,259,2023,0.2981715893108298
17031844600,56848,452,0,34,48,7,0,0,9,49,140,56,12,97,2023,0.18141592920353983
17031844700,69583,481,71,68,17,0,15,0,0,15,56,76,55,108,2023,0.32432432432432434
17031980000,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,
17031980100,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,
17031990000,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,
17031010100,74145,834,71,43,0,0,67,0,0,0,66,246,62,279,2024,0.1366906474820144
17031010201,63056,1539,124,60,170,154,0,0,0,28,327,219,80,377,2024,0.2300194931773879
17031010202,53220,504,14,65,48,0,0,0,71,0,22,43,20,221,2024,0.251984127
17031010300,73105,1003,34,53,0,195,0,0,0,0,93,224,53,351,2024,0.086739781
17031010400,54083,432,0,0,0,0,0,84,17,19,0,15,32,265,2024,0
17031010501,48833,651,71,0,25,40,19,57,0,0,137,22,103,177,2024,0.14746543778801843
17031010502,63125,556,0,0,0,0,0,11,11,5,93,123,88,225,2024,0
17031010503,32443,360,13,0,20,13,15,79,0,37,62,36,0,85,2024,0.091666667
17031010600,72500,1205,0,49,0,0,0,31,0,9,137,97,142,740,2024,0.0406639
17031010701,74813,844,8,33,16,29,122,23,4,0,141,105,127,236,2024,0.067535545
17031010702,61724,766,25,51,4,116,22,20,0,17,201,53,65,192,2024,0.10443864229765012
17031020100,64904,1092,0,58,148,29,0,59,7,35,278,200,53,225,2024,0.18864468864468864
17031020200,120625,1678,12,34,0,30,0,72,0,38,293,366,0,833,2024,0.027413587604290822
17031020301,78385,1149,76,0,65,50,0,25,0,0,195,239,35,464,2024,0.1227154046997389
17031020302,71250,1082,53,0,70,31,129,40,0,0,116,146,70,427,2024,0.11367837338262476
17031020400,73790,1124,15,19,20,21,116,67,11,0,152,164,103,436,2024,0.048042705
17031020500,37819,1250,235,73,179,97,83,0,0,15,258,111,19,180,2024,0.3896
17031020601,64127,1513,234,27,96,49,181,103,0,43,143,156,70,411,2024,0.23595505617977527
17031020602,89663,1083,80,32,77,41,15,13,58,70,116,97,82,402,2024,0.1745152354570637
17031020701,108568,511,0,9,8,8,11,3,0,7,53,61,73,278,2024,0.033268101761252444
17031020702,63906,1906,50,70,144,12,116,240,53,86,257,250,330,298,2024,0.1385099685204617
17031020801,74931,1322,42,0,15,45,132,28,0,0,340,94,295,331,2024,0.04311649
17031020802,68725,1563,0,143,114,152,62,199,0,138,257,84,110,304,2024,0.16442738323736406
17031020901,56291,1550,72,81,37,195,79,155,52,56,191,226,106,300,2024,0.12258064516129032
17031020902,45547,893,78,63,0,79,18,49,0,54,192,175,29,156,2024,0.15789473684210525
17031030101,48929,535,8,46,0,35,42,13,14,17,16,69,127,148,2024,0.10093457943925234
17031030102,59826,570,0,0,21,0,0,0,0,0,141,135,19,254,2024,0.036842105
17031030103,49545,156,3,0,23,11,0,12,0,5,0,7,42,53,2024,0.16666666666666666
17031030104,41823,284,15,0,23,0,0,25,0,0,31,50,102,38,2024,0.13380281690140844
17031030200,108466,931,0,12,36,0,0,8,0,0,88,110,18,659,2024,0.051557465
17031030300,68933,754,0,15,51,18,7,0,8,24,144,40,141,306,2024,0.087533156
17031030400,98909,589,0,4,44,0,0,13,0,4,43,42,107,332,2024,0.081494058
17031030500,127055,1428,71,0,0,0,54,0,17,15,186,27,137,921,2024,0.049719888
17031030601,52917,639,53,28,30,28,34,116,0,38,56,27,113,116,2024,0.17370892018779344
17031030603,49674,285,0,53,0,0,0,33,0,11,20,11,70,87,2024,0.18596491228070175
17031030604,51688,417,51,14,0,0,0,0,0,13,43,17,94,185,2024,0.15587529976019185
17031030701,44948,176,0,30,0,0,0,0,0,0,18,33,30,65,2024,0.17045454545454544
17031030702,60603,351,0,6,27,0,0,0,6,9,30,25,21,227,2024,0.094017094
17031030703,74702,574,40,0,54,0,0,0,10,0,37,101,31,301,2024,0.16376306620209058
17031030706,52167,359,0,0,0,0,0,13,0,0,105,18,17,206,2024,0
17031030800,105585,966,58,16,0,0,0,12,0,0,10,149,52,669,2024,0.076604555
17031030900,87485,550,0,0,0,10,37,8,27,0,54,128,10,276,2024,0
17031031000,132147,709,0,0,10,32,0,15,0,0,20,53,0,579,2024,0.014104372355430184
17031031100,92717,869,0,0,0,19,22,59,0,0,55,37,92,585,2024,0
17031031200,25713,785,3,27,71,148,157,0,0,0,20,125,19,215,2024,0.1286624203821656
17031031300,68942,1048,88,96,21,47,108,0,0,0,0,198,187,303,2024,0.19561068702290077
17031031400,93026,908,0,0,0,0,0,43,0,0,92,54,118,601,2024,0
17031031501,52250,839,271,21,66,23,108,0,0,0,121,9,31,189,2024,0.4266984505363528
17031031502,49684,688,91,52,21,0,35,57,18,0,103,52,0,259,2024,0.23837209302325582
17031031700,79867,991,0,0,0,13,0,20,0,0,42,113,81,722,2024,0
17031031800,82313,378,0,0,12,5,47,0,0,0,26,38,20,230,2024,0.031746031746031744
17031031900,94107,460,9,0,0,11,0,10,0,9,35,30,53,303,2024,0.019565217
17031032100,72515,1257,0,0,69,44,42,23,205,0,57,140,136,541,2024,0.054892601
17031040100,90952,821,10,0,0,66,24,76,0,0,27,61,20,537,2024,0.012180267965895249
17031040201,104484,1879,99,0,20,0,0,62,53,101,168,157,227,992,2024,0.063331559
17031040202,67832,1616,116,99,69,116,116,41,0,53,243,133,161,469,2024,0.17574257425742573
17031040300,78879,802,12,13,19,39,85,42,0,0,81,129,51,331,2024,0.054862843
17031040401,108899,872,25,30,0,0,0,16,13,0,174,133,44,437,2024,0.063073394
17031040402,99201,763,0,106,104,0,34,22,0,0,0,116,53,328,2024,0.27522935779816515
17031040600,89091,647,31,16,0,0,0,0,0,0,100,103,52,345,2024,0.072642968
17031040700,105365,805,12,0,33,9,0,22,7,9,20,99,90,504,2024,0.055900621118012424
17031040800,114397,386,0,0,0,0,5,11,0,0,21,38,20,291,2024,0
17031040900,86359,382,0,0,10,11,0,0,0,0,0,35,40,286,2024,0.02617801
17031050100,116438,370,7,7,0,9,23,0,0,5,0,17,42,260,2024,0.037837838
17031050200,133708,1283,47,0,0,0,0,0,0,0,55,126,245,810,2024,0.036632891660171474
17031050300,151630,866,0,0,15,0,0,9,0,0,10,91,82,659,2024,0.017321016166281754
17031050500,141563,1184,0,0,0,0,0,46,0,0,31,112,139,856,2024,0
17031050600,137083,466,0,0,0,0,23,0,0,0,9,62,27,345,2024,0
17031050700,135653,331,21,0,0,0,0,0,0,0,35,6,17,252,2024,0.063444109
17031050800,190469,292,0,2,0,5,8,23,0,0,1,12,15,226,2024,0.006849315
17031050900,132258,327,0,0,20,0,0,0,0,0,4,11,34,258,2024,0.06116208
17031051000,186458,468,19,0,0,0,0,6,0,0,7,12,55,369,2024,0.040598291
17031051100,161900,458,28,0,17,10,0,0,0,0,14,28,30,331,2024,0.098253275
17031051200,176571,417,10,0,0,0,0,0,0,8,25,9,17,348,2024,0.023980815347721823
17031051300,147386,750,0,0,5,24,0,31,0,0,13,93,79,505,2024,0.006666667
17031051400,167194,571,9,13,6,0,0,1,0,49,17,0,24,452,2024,0.049036778
17031060100,157917,646,0,0,0,0,0,0,0,0,15,16,33,582,2024,0
17031060200,85417,368,12,0,0,0,9,0,0,8,19,30,37,253,2024,0.032608696
17031060300,173125,599,0,0,0,10,0,10,0,3,53,46,49,428,2024,0
17031060400,153625,776,0,0,0,0,0,0,0,0,24,62,39,651,2024,0
17031060500,52143,215,0,0,5,8,0,0,0,0,0,0,1,201,2024,0.023255813953488372
17031060800,90174,1023,0,34,0,23,0,18,0,21,54,231,164,478,2024,0.033235581622678395
17031060900,79016,1204,0,0,78,0,0,16,0,31,45,188,128,718,2024,0.064784053
