GEOID,median_hh_income,total_n_hh,hh_under_0.5_pov,hh_between_0.5_0.74_pov,hh_between_0.75_0.99_pov,hh_between_1.00_to_1.24_pov,hh_between_1.25_to_1.49_pov,hh_between_1.50_to_1.74_pov,hh_between_1.75_to_1.84_pov,hh_between_1.85_to_1.99_pov,hh_between_2.00_to_2.99_pov,hh_between_3.00_to_3.99_pov,hh_between_4.00_to_4.99_pov,hh_between_5.00_and_over_pov,year,pov_share_under_1_00
17031831600,40262,1543,57,29,22,105,100,122,50,104,327,181,121,325,2018,0.069993519
17031831700,54737,560,15,14,45,35,43,25,0,20,90,96,45,132,2018,0.13214285714285715
17031831800,53529,1310,76,19,59,22,87,102,19,56,129,156,94,491,2018,0.11755725190839694
17031831900,109643,438,0,0,0,0,0,0,0,0,11,22,36,369,2018,0
17031832000,115192,247,0,0,0,0,0,0,0,0,11,5,12,219,2018,0
17031832100,72778,480,17,28,15,20,19,0,8,0,76,18,8,271,2018,0.125
17031832200,106840,578,17,0,0,30,0,10,0,0,26,18,24,453,2018,0.029411764705882353
17031832300,104954,400,0,4,13,15,0,4,0,22,20,25,18,279,2018,0.0425
17031832400,103750,600,0,10,0,22,13,25,7,10,86,46,31,350,2018,0.016666666666666666
17031832500,132222,616,0,0,30,10,0,9,0,0,31,23,22,491,2018,0.048701298701298704
17031410200,40915,210,10,15,6,12,0,22,0,0,34,19,37,55,2018,0.14761904761904762
17031410600,36734,340,10,0,10,7,39,29,10,0,48,16,18,153,2018,0.058823529411764705
17031411000,70333,528,16,0,0,43,0,19,0,0,15,102,22,311,2018,0.030303030303030304
17031430800,44286,393,25,17,36,0,13,9,25,0,99,29,52,88,2018,0.1984732824427481
17031430900,41908,323,32,0,62,10,0,9,0,0,69,54,57,30,2018,0.29102167182662536
17031440300,53594,1084,33,61,12,88,6,40,0,0,303,210,82,249,2018,0.097785978
17031440600,71417,389,17,0,7,0,9,16,19,0,52,85,69,115,2018,0.061696658097686374
17031460600,38315,228,35,0,0,47,22,23,0,0,57,13,4,27,2018,0.15350877192982457
17031040700,76915,790,10,0,5,18,2,36,28,0,66,61,94,470,2018,0.018987342
17031040900,76964,298,0,9,0,0,0,0,9,0,23,0,35,222,2018,0.030201342281879196
17031060100,92593,535,27,0,9,0,7,9,0,21,39,51,21,351,2018,0.06728972
17031060300,117415,662,0,0,0,0,0,0,0,0,12,31,75,544,2018,0
17031060400,122708,759,0,6,0,0,0,0,0,0,43,17,59,634,2018,0.007905138
17031062000,80595,379,0,0,0,0,0,0,0,0,9,29,22,319,2018,0
17031062200,119392,488,0,0,0,0,0,0,0,0,0,57,20,411,2018,0
17031062500,131818,309,0,20,2,0,0,0,0,0,11,0,7,269,2018,0.071197411
17031063100,95365,381,0,0,8,0,0,0,0,0,18,31,45,279,2018,0.020997375
17031090200,103733,1706,17,0,10,0,22,0,16,37,69,161,142,1232,2018,0.015826494724501757
17031100400,93778,861,8,0,0,0,17,8,11,8,73,142,127,467,2018,0.009291521
17031100700,81458,1329,16,12,4,28,14,36,35,21,175,164,137,687,2018,0.024078254326561323
17031120300,123818,1805,16,21,0,0,3,19,0,32,150,121,149,1294,2018,0.020498614958448753
17031292500,40131,935,108,72,19,63,58,50,0,24,234,70,113,124,2018,0.21283422459893048
17031071500,94598,952,0,0,0,0,0,0,0,0,64,73,15,800,2018,0
17031390600,63750,461,9,0,0,6,0,16,8,20,64,52,40,246,2018,0.019522776572668113
17031807000,60542,1456,0,54,100,107,84,58,0,43,329,139,170,372,2018,0.10576923076923077
17031381500,30962,55,16,4,8,0,6,0,5,0,5,0,11,0,2018,0.509090909
17031410700,38852,384,0,11,0,12,0,9,0,0,76,41,47,188,2018,0.028645833333333332
17031808301,78828,1499,60,0,16,68,11,0,0,0,204,115,243,782,2018,0.050700466977985324
17031808302,78250,1041,0,16,8,28,33,15,0,28,178,96,69,570,2018,0.023054755043227664
17031809300,36406,537,0,0,11,0,12,0,17,12,27,33,91,334,2018,0.020484171322160148
17031460400,39605,811,24,29,86,70,26,43,16,10,192,119,63,133,2018,0.17139334155363747
17031560700,56452,792,24,19,24,80,28,95,0,0,64,182,125,151,2018,0.08459596
17031561100,84805,1317,0,10,19,62,72,33,0,10,147,230,154,580,2018,0.022019742
17031570200,43571,472,17,28,28,38,0,53,9,0,102,44,39,114,2018,0.15466101694915255
17031010100,37985,906,78,87,110,0,23,55,0,0,78,59,161,255,2018,0.30353200883002207
17031030500,79414,1219,15,0,13,0,0,10,0,0,217,224,111,629,2018,0.022969647251845776
17031071700,162054,396,0,11,0,4,0,0,7,0,26,29,18,301,2018,0.027777777777777776
17031020200,66831,1812,131,0,33,184,60,0,28,69,145,438,135,589,2018,0.090507726
17031230300,39653,231,0,37,8,17,45,19,0,0,43,20,28,14,2018,0.19480519480519481
17031230900,43438,1009,169,19,68,43,52,28,0,23,235,138,30,204,2018,0.2537165510406343
17031231100,32895,225,11,17,32,9,7,7,18,12,48,11,10,43,2018,0.26666666666666666
17031240600,105938,296,0,0,17,6,0,13,0,0,12,12,32,204,2018,0.057432432432432436
17031243400,95764,509,40,13,0,5,0,11,16,0,51,76,44,253,2018,0.10412573673870335
17031250200,46250,600,27,39,5,26,44,59,41,9,124,84,72,70,2018,0.11833333333333333
17031250700,40349,1286,37,99,78,28,138,45,0,77,343,145,110,186,2018,0.16640746500777606
17031251300,29917,970,42,85,64,136,33,127,27,26,144,95,80,111,2018,0.19690721649484536
17031282700,80313,421,27,0,26,18,26,9,0,36,47,60,53,119,2018,0.12589073634204276
17031440201,26508,1008,198,95,76,49,39,35,0,12,226,137,57,84,2018,0.36607142857142855
17031530501,44436,996,52,55,26,75,27,55,26,15,192,218,100,155,2018,0.13353413654618473
17031530503,39231,1260,136,61,122,33,104,40,37,10,246,118,141,212,2018,0.25317460317460316
17031540101,14066,964,294,140,29,128,94,28,47,42,62,73,19,8,2018,0.4802904564315353
17031540102,13585,775,272,72,115,60,54,26,0,47,45,12,20,52,2018,0.5922580645161291
17031580501,39706,1074,75,89,100,144,66,57,25,43,262,75,52,86,2018,0.24581005586592178
17031580502,40233,1202,89,109,34,94,166,59,34,35,164,153,77,188,2018,0.1930116472545757
17031650301,57875,1290,27,0,33,44,109,81,42,121,321,123,133,256,2018,0.046511627906976744
17031650302,47321,878,19,40,64,51,44,77,55,7,260,86,103,72,2018,0.14009111617312073
17031660301,23976,359,49,18,26,53,61,38,5,11,34,39,0,25,2018,0.2590529247910863
17031660302,32880,1081,56,109,64,136,37,95,31,81,206,195,23,48,2018,0.211840888
17031700301,67765,1455,15,69,26,101,75,108,39,0,286,315,148,273,2018,0.075601375
17031700302,68488,1320,16,48,0,16,95,140,0,51,226,211,156,361,2018,0.048484848484848485
17031700401,68241,1475,55,63,93,65,87,21,11,51,191,334,189,315,2018,0.1430508474576271
17031804804,79351,1732,11,54,20,65,39,32,12,51,196,328,272,652,2018,0.049076212
17031805105,54572,1777,84,0,71,51,200,84,35,66,369,187,273,357,2018,0.087225661
17031805108,58904,1628,48,0,12,55,128,18,152,0,278,300,82,555,2018,0.036855036855036855
17031805701,113576,1341,0,9,11,0,28,7,0,0,103,105,102,976,2018,0.014914243102162566
17031810000,90185,1088,22,15,0,26,0,26,14,0,37,141,60,747,2018,0.034007353
17031810200,61743,1344,50,18,39,63,13,139,39,111,303,100,146,323,2018,0.079613095
17031811000,80208,1084,59,0,19,8,48,25,0,0,127,83,185,530,2018,0.07195572
17031805702,115417,532,0,0,5,5,8,0,0,0,91,47,66,310,2018,0.009398496
17031806801,63580,946,23,0,20,54,39,15,7,8,175,121,109,375,2018,0.045454545454545456
17031807300,58958,1889,106,59,43,77,42,48,40,42,428,188,250,566,2018,0.11011116993118052
17031808002,77240,1194,34,0,29,40,22,8,21,61,190,108,137,544,2018,0.052763819095477386
17031808900,141250,1162,15,11,0,21,0,10,10,11,83,48,47,906,2018,0.022375215146299483
17031809800,101364,504,9,0,29,0,0,0,0,0,23,8,39,396,2018,0.075396825
17031550100,50637,1616,127,74,86,93,89,0,13,29,181,361,131,432,2018,0.1775990099009901
17031560200,48250,435,12,17,22,14,14,24,6,12,90,115,63,46,2018,0.11724137931034483
17031560400,55670,399,5,24,25,23,29,5,10,6,132,29,56,55,2018,0.13533834586466165
17031570100,55809,301,0,0,50,5,18,35,3,14,97,21,27,31,2018,0.16611295681063123
17031580800,42946,479,25,12,42,13,38,89,26,27,137,41,21,8,2018,0.1649269311064718
17031611000,19661,202,20,44,25,14,40,0,6,11,15,17,5,5,2018,0.4405940594059406
17031826401,53910,950,72,19,0,66,14,17,0,76,220,137,103,226,2018,0.095789474
17031826901,25296,432,99,0,58,63,41,12,14,0,28,54,17,46,2018,0.36342592592592593
17031827000,31716,834,68,65,33,50,84,21,13,53,182,141,35,89,2018,0.19904076738609114
17031828300,57449,854,22,22,7,0,13,20,10,16,202,162,107,273,2018,0.059718969555035126
17031804508,62063,501,10,51,65,46,0,0,0,12,75,85,40,117,2018,0.25149700598802394
17031804509,74792,1445,16,14,49,67,84,59,18,41,258,391,234,214,2018,0.05467128
17031804510,63422,1293,74,119,9,84,49,93,25,72,300,266,80,122,2018,0.15622583139984533
17031804511,58650,570,24,38,24,29,32,16,18,12,93,69,107,108,2018,0.15087719298245614
17031804608,85040,884,39,8,8,0,14,31,0,5,94,100,83,502,2018,0.062217195
17031804609,95315,1477,0,28,12,22,0,0,17,69,208,154,207,760,2018,0.027081922816519974
17031804610,72037,653,26,0,35,0,12,0,0,19,81,81,63,336,2018,0.093415008
17031170900,63438,465,0,28,0,7,45,5,0,10,75,66,85,144,2018,0.060215053763440864
17031220300,88942,394,20,0,13,10,11,5,0,10,17,47,63,198,2018,0.083756345
17031630100,31750,200,19,0,23,40,8,12,22,8,39,4,9,16,2018,0.21
17031661000,31310,1063,91,109,50,149,69,89,9,22,193,128,50,104,2018,0.23518344308560676
17031670200,22143,201,45,0,46,0,5,13,9,0,47,12,5,19,2018,0.4527363184079602
17031010400,39152,641,76,0,0,28,60,0,0,0,109,114,19,235,2018,0.11856474258970359
17031380100,17600,385,40,33,31,42,0,30,12,20,22,68,22,65,2018,0.2701298701298701
17031671800,32163,278,32,24,8,27,7,42,9,9,39,39,9,33,2018,0.2302158273381295
17031691100,20469,655,212,48,47,58,21,59,13,0,94,35,18,50,2018,0.4687022900763359
17031530300,47039,1067,49,86,49,23,44,16,14,62,213,224,109,178,2018,0.1724461105904405
17031560900,96326,1389,10,9,0,24,8,91,20,12,99,116,240,760,2018,0.013678905687544997
17031580300,45888,563,44,0,21,70,51,29,34,26,161,70,17,40,2018,0.11545293072824156
17031611300,26847,541,77,15,50,57,85,19,0,21,144,31,34,8,2018,0.26247689463955637
17031611600,32031,353,32,15,45,21,36,0,63,0,101,34,6,0,2018,0.26062322946175637
17031620300,54667,1495,23,24,63,158,116,163,8,80,395,126,166,173,2018,0.073578595
17031620400,64861,989,7,24,33,75,61,65,32,15,197,270,107,103,2018,0.06471183
17031120100,133622,1153,10,0,0,6,18,0,0,0,58,84,131,846,2018,0.008673027
17031140100,42868,690,71,72,45,31,37,85,0,10,120,44,55,120,2018,0.27246376811594203
17031150800,56917,1262,10,7,39,31,99,36,105,36,261,211,48,379,2018,0.044374009508716325
17031151100,59917,1270,58,68,60,40,101,36,50,36,230,196,124,271,2018,0.14645669291338584
17031160100,69844,677,39,16,17,21,34,14,0,0,65,136,63,272,2018,0.10635155096011817
17031160400,56029,1169,26,28,39,59,18,26,20,0,257,171,158,367,2018,0.079555175
17031171100,63111,874,31,24,24,0,8,67,20,11,69,211,91,318,2018,0.090389016
17031190300,55069,1048,55,33,56,70,35,72,0,10,187,213,72,245,2018,0.13740458015267176
17031803608,67773,1932,134,67,60,62,35,37,38,0,330,86,144,939,2018,0.13509316770186336
17031823604,86944,1018,10,12,8,0,9,11,0,25,169,98,128,548,2018,0.029469548133595286
17031420500,37806,369,17,16,9,16,8,65,0,13,127,52,7,39,2018,0.11382113821138211
17031430400,29583,537,60,61,19,41,12,27,0,26,117,83,47,44,2018,0.260707635
17031430600,30493,439,56,10,7,22,45,39,17,11,53,61,7,111,2018,0.1662870159453303
17031440900,30714,588,53,66,23,101,11,14,7,0,72,40,101,100,2018,0.24149659863945577
17031460100,35000,704,107,52,14,25,107,59,0,0,224,52,11,53,2018,0.24573863636363635
17031480500,40250,676,55,29,23,51,37,10,29,30,98,85,55,174,2018,0.15828402366863906
17031283100,38798,569,49,39,33,29,35,26,0,7,110,10,36,195,2018,0.2126537785588752
17031300700,36224,1090,105,72,129,84,71,123,108,10,162,147,41,38,2018,0.28073394495412846
17031300800,29949,885,174,79,130,103,75,40,19,0,152,101,12,0,2018,0.4327683615819209
17031340600,12713,216,64,36,31,40,8,0,0,6,16,7,0,8,2018,0.6064814814814815
17031340300,26220,467,7,91,31,40,55,0,33,14,37,33,23,103,2018,0.2762312633832976
17031351000,44727,441,150,34,0,14,57,18,15,0,35,54,7,57,2018,0.41723356009070295
17031814300,44440,985,78,33,38,137,46,63,62,63,214,170,16,65,2018,0.15126903553299492
17031815900,52642,1020,66,30,0,0,52,31,0,45,116,133,144,403,2018,0.094117647
17031808702,68542,153,0,0,0,0,0,5,6,0,5,20,12,105,2018,0
17031660600,27423,1296,83,222,75,163,104,121,0,29,280,95,60,64,2018,0.2932098765432099
17031670100,27450,206,36,15,7,15,18,0,0,0,47,26,6,36,2018,0.2815533980582524
17031670800,22219,260,49,10,23,14,34,25,0,16,9,43,0,37,2018,0.3153846153846154
17031671100,32426,198,61,6,14,2,22,6,0,5,51,18,5,8,2018,0.4090909090909091
17031671200,21699,183,38,21,25,24,15,13,0,0,18,15,3,11,2018,0.45901639344262296
17031671400,23636,329,45,17,61,3,30,28,0,7,43,11,51,33,2018,0.3738601823708207
17031671500,26822,505,68,28,28,94,18,37,15,17,124,21,36,19,2018,0.24554455445544554
17031671600,20919,375,17,55,25,68,30,46,23,6,27,73,5,0,2018,0.25866666666666666
17031672000,43063,818,59,12,118,51,61,80,62,16,142,50,38,129,2018,0.2310513447432763
17031804611,83889,1165,23,0,0,25,5,26,5,16,83,202,175,605,2018,0.019742489270386267
17031804713,89185,1346,20,20,0,19,39,46,9,41,142,114,233,663,2018,0.029717682020802376
17031804714,76959,886,12,0,30,49,28,40,9,0,72,151,162,333,2018,0.047404063
17031804715,50373,826,14,13,49,52,61,44,27,4,178,99,125,160,2018,0.092009685
17031804716,95527,1287,37,0,10,56,32,33,0,11,188,156,173,591,2018,0.036519037
17031806103,90000,1384,8,22,0,29,26,33,12,0,90,205,301,658,2018,0.021676301
17031806104,49967,1058,63,37,93,43,66,19,0,47,184,122,97,287,2018,0.1824196597353497
17031806201,48151,1262,46,0,53,83,23,49,28,33,304,77,171,395,2018,0.07844691
17031806202,49359,1051,0,23,17,13,15,33,30,35,207,187,138,353,2018,0.038058991436726926
17031812301,82218,950,0,0,0,9,51,0,0,13,131,130,76,540,2018,0
17031812302,139189,733,9,6,19,0,30,7,0,8,24,43,47,540,2018,0.04638472
17031812801,62054,678,40,10,0,11,0,41,0,0,56,57,75,388,2018,0.073746313
17031812802,55179,595,21,25,8,0,33,12,8,0,47,48,67,326,2018,0.090756303
17031813301,40536,696,36,79,51,74,114,47,15,11,116,104,20,29,2018,0.23850574712643677
17031813302,48233,701,43,18,85,62,73,59,13,40,182,20,41,65,2018,0.20827389443651925
17031813701,41707,683,48,52,39,20,97,60,20,21,167,79,44,36,2018,0.20351390922401172
17031813702,42123,862,77,70,46,37,87,89,19,34,190,59,64,90,2018,0.22389791183294663
17031813801,48088,624,15,37,14,41,82,99,48,0,94,128,0,66,2018,0.10576923076923077
17031813802,41044,1123,32,64,70,103,104,77,42,64,238,197,80,52,2018,0.14781834372217276
17031820603,57557,1387,64,98,76,50,11,115,17,30,164,231,228,303,2018,0.17159336697909156
17031820604,40746,1130,55,91,40,107,107,185,15,33,206,72,58,161,2018,0.16460176991150444
17031820605,48148,990,29,58,106,25,46,0,72,26,232,175,91,130,2018,0.19494949494949496
17031820606,73281,1008,14,37,52,7,13,14,8,49,84,210,165,355,2018,0.10218253968253968
17031823805,54594,661,9,31,9,39,39,0,0,8,88,145,99,194,2018,0.074130106
17031823806,50855,935,30,22,25,57,15,62,22,8,251,202,39,202,2018,0.082352941
17031824003,92984,1651,34,16,79,16,100,13,0,0,147,195,235,816,2018,0.078134464
17031824004,71250,1377,62,0,0,17,45,102,17,16,159,64,123,772,2018,0.045025418
17031832600,148616,660,9,0,0,0,9,0,0,0,7,8,28,599,2018,0.013636363636363636
17031832900,55284,292,0,0,0,0,0,0,0,0,19,14,11,248,2018,0
17031833000,141378,783,0,0,0,0,0,0,0,0,32,26,19,706,2018,0
17031833100,114007,1291,23,18,30,0,0,12,0,15,15,0,97,1081,2018,0.054996127033307515
17031833300,52500,307,23,0,0,8,0,11,0,5,11,17,17,215,2018,0.074918567
17031833900,30417,589,53,51,54,65,65,72,8,0,110,57,22,32,2018,0.26825127334465193
17031834000,30806,659,97,77,31,43,21,72,30,0,83,57,38,110,2018,0.3110773899848255
17031834200,47727,1022,85,51,17,41,61,0,0,19,146,152,55,395,2018,0.149706458
17031834300,42766,1212,19,72,67,77,0,42,51,27,143,262,162,290,2018,0.13036303630363036
17031834400,49091,900,51,105,32,79,22,32,0,0,100,99,129,251,2018,0.2088888888888889
17031834500,31362,285,27,44,0,0,34,28,23,13,41,17,3,55,2018,0.24912280701754386
17031750200,78594,762,15,18,17,0,0,0,0,0,56,67,20,569,2018,0.065616798
17031750300,93103,682,6,20,0,23,29,0,6,0,67,96,69,366,2018,0.038123167
17031750400,88224,788,38,0,0,8,0,9,26,0,53,30,133,491,2018,0.048223350253807105
17031770500,42399,893,106,77,107,30,46,69,30,64,218,101,45,0,2018,0.3247480403135498
17031800400,250001,1009,17,0,0,0,7,6,9,0,32,62,52,824,2018,0.016848365
17031801607,84022,1563,81,27,0,25,46,19,0,0,182,147,189,847,2018,0.069097889
17031031700,56175,1095,25,53,37,151,0,0,0,0,83,60,200,486,2018,0.1050228310502283
17031031300,41445,1274,55,92,73,65,157,46,12,29,107,167,58,413,2018,0.1726844583987441
17031814700,66771,1227,24,43,86,55,59,10,27,0,302,196,135,290,2018,0.12469437652811736
17031020100,51346,753,67,29,0,0,67,14,0,104,150,69,79,174,2018,0.12749003984063745
17031836100,26102,410,39,44,82,15,17,18,15,0,82,28,22,48,2018,0.4024390243902439
17031836200,110357,57,0,0,0,0,0,0,0,0,0,0,0,57,2018,0
17031030102,45086,408,0,9,0,0,10,12,13,0,68,88,73,135,2018,0.022058823529411766
17031030103,49103,213,18,0,0,14,26,0,0,0,47,0,47,61,2018,0.084507042
17031030101,48927,859,27,14,17,110,0,86,0,33,75,182,64,251,2018,0.067520373
17031030104,37586,373,21,41,13,0,0,0,7,0,56,49,61,125,2018,0.20107238605898123
17031030601,41675,779,52,52,46,111,34,63,0,13,62,142,0,204,2018,0.1925545571245186
17031030603,34415,370,57,20,3,0,12,30,0,11,86,30,42,79,2018,0.21621621621621623
17031030604,35096,595,26,27,69,31,15,7,0,9,53,131,67,160,2018,0.20504201680672268
17031030701,41042,271,19,27,36,3,7,4,5,7,12,28,58,65,2018,0.3025830258302583
17031030702,59414,469,48,5,16,0,0,5,0,0,13,73,35,274,2018,0.14712153518123666
17031030703,40195,529,13,22,42,44,0,35,0,3,98,32,22,218,2018,0.14555765595463138
17031030706,39308,563,19,19,17,31,0,50,50,0,109,21,48,199,2018,0.097690941
17031700402,68935,1043,92,54,64,39,35,9,13,23,159,210,126,219,2018,0.20134228187919462
17031700501,66886,1671,48,0,0,11,0,105,0,53,402,358,211,483,2018,0.028725314
17031700502,95750,811,14,44,0,12,7,32,0,0,70,103,122,407,2018,0.071516646
17031730201,27500,1326,23,225,23,59,84,49,0,90,217,183,107,266,2018,0.20437405731523378
17031730202,52046,725,74,6,0,44,52,39,27,11,141,36,83,212,2018,0.1103448275862069
17031760801,60291,1263,12,46,51,91,69,42,0,26,45,363,252,266,2018,0.086302454
17031807400,53734,1801,94,46,57,137,149,264,20,20,137,180,156,541,2018,0.10938367573570239
17031807600,68815,1701,24,32,34,134,60,27,20,8,224,392,142,604,2018,0.052910053
17031807900,105132,986,34,9,40,48,8,9,14,0,77,49,72,626,2018,0.084178499
17031808001,100549,954,7,18,27,31,15,12,45,5,114,84,89,507,2018,0.054507338
17031301701,29773,827,36,120,95,105,71,14,40,0,163,156,0,27,2018,0.30350665054413545
17031301802,35925,700,66,32,65,114,45,58,23,74,139,37,41,6,2018,0.23285714285714285
17031301702,39614,950,9,81,106,101,106,130,8,105,145,87,33,39,2018,0.2063157894736842
17031301801,34427,832,78,99,0,168,0,74,11,42,162,88,44,66,2018,0.2127403846153846
17031301803,32308,1038,135,76,45,74,85,91,61,21,238,114,61,37,2018,0.2466281310211946
17031430101,29750,548,81,46,21,37,15,71,96,34,94,28,0,25,2018,0.27007299270072993
17031430102,23740,478,82,11,10,53,10,23,0,0,152,11,25,101,2018,0.21548117154811716
17031431301,21933,771,68,92,55,70,76,53,33,14,192,51,46,21,2018,0.2788586251621271
17031431302,31377,874,153,122,11,45,21,52,51,0,63,127,124,105,2018,0.32723112128146453
17031440101,21856,723,186,35,71,146,45,0,0,53,114,35,0,38,2018,0.40387275242047027
17031440102,28393,612,41,69,63,13,40,67,0,0,83,74,71,91,2018,0.2826797385620915
17031440202,30100,693,94,8,55,49,50,63,7,26,78,64,89,110,2018,0.22655122655122656
17031460301,35845,668,110,46,28,76,0,78,20,25,85,131,14,55,2018,0.2754491017964072
17031460302,27391,755,178,22,44,29,119,56,0,63,92,69,12,71,2018,0.32317880794701986
17031836300,49167,200,0,0,0,0,0,4,12,0,5,67,7,105,2018,0
17031836400,30616,769,71,96,31,41,0,76,27,18,109,83,68,149,2018,0.2574772431729519
17031836500,29972,430,54,64,5,32,24,25,16,20,61,19,55,55,2018,0.28604651162790695
17031836600,43571,447,41,28,0,43,73,9,0,12,59,73,25,84,2018,0.15436241610738255
17031836700,28365,492,57,51,46,51,47,5,38,0,69,34,41,53,2018,0.3130081300813008
17031836800,13736,445,118,74,82,33,16,23,0,5,31,33,23,7,2018,0.6157303370786517
17031836900,22109,278,55,28,24,50,16,46,0,0,48,0,0,11,2018,0.38489208633093525
17031837000,26538,398,113,42,19,16,13,27,0,8,102,28,12,18,2018,0.4371859296482412
17031837100,25556,294,19,10,16,47,5,0,36,0,45,49,26,41,2018,0.15306122448979592
17031837300,27406,539,135,7,15,60,44,43,26,0,51,51,53,54,2018,0.2912801484230056
17031837400,40417,452,88,34,28,12,44,0,16,18,79,93,0,40,2018,0.33185840707964603
17031837800,60417,468,45,29,67,0,20,28,0,9,58,46,17,149,2018,0.30128205128205127
17031803702,90685,1571,0,15,13,0,37,38,0,26,137,179,189,937,2018,0.017823043
17031804108,85000,921,35,20,0,0,22,28,0,20,126,109,146,415,2018,0.059717698
17031804109,110833,741,7,0,0,15,0,9,33,15,71,50,38,503,2018,0.009446694
17031804308,72073,1445,26,43,28,0,122,70,13,14,269,144,218,498,2018,0.067128028
17031804309,87742,691,28,9,0,6,28,17,6,26,188,66,152,165,2018,0.053545586107091175
17031804310,95439,2471,28,28,16,23,13,26,70,48,258,273,466,1222,2018,0.029138001
17031804311,97420,1990,0,14,27,33,51,20,45,18,300,252,288,942,2018,0.020603015075376884
17031804403,75417,1800,68,36,49,35,29,24,0,22,323,164,286,764,2018,0.085
17031804404,69559,1218,6,19,44,76,54,77,22,73,170,205,116,356,2018,0.056650246
17031804405,59397,808,26,0,51,48,15,124,0,46,241,127,48,82,2018,0.09529703
17031760802,52188,617,55,0,0,35,10,31,0,23,94,90,89,190,2018,0.089141005
17031760803,41342,1493,32,59,108,61,99,192,0,0,200,302,205,235,2018,0.1332886805090422
17031770201,62853,1458,24,0,75,0,0,32,40,74,209,149,174,681,2018,0.067901235
17031770202,65514,1342,14,14,33,0,11,48,44,72,133,305,127,541,2018,0.045454545454545456
17031770601,72946,787,21,27,13,0,20,10,10,44,144,116,63,319,2018,0.07750953
17031490300,55667,550,41,17,16,28,15,10,5,14,73,110,83,138,2018,0.13454545454545455
17031490700,39787,550,78,0,30,37,36,5,14,26,98,82,43,101,2018,0.19636363636363635
17031500100,46517,826,52,8,8,0,83,0,9,11,181,124,168,182,2018,0.082324455
17031520400,44226,1010,44,53,42,57,36,99,61,26,276,45,117,154,2018,0.13762376237623763
17031820902,73646,1191,9,31,65,67,25,30,25,94,177,252,58,358,2018,0.088161209
17031821001,57148,1166,12,13,15,60,65,70,6,31,245,318,103,228,2018,0.034305317
17031821002,58153,1336,13,78,32,77,56,15,30,15,252,218,191,359,2018,0.092065868
17031822200,93723,1044,8,7,9,56,0,41,6,0,113,229,170,405,2018,0.022988505747126436
17031822500,71949,1106,30,0,35,32,23,10,37,19,207,180,131,402,2018,0.058770344
17031822801,58569,720,0,39,0,0,37,17,0,11,32,147,77,360,2018,0.054166667
17031823200,68208,1168,7,9,44,0,41,8,52,28,259,152,184,384,2018,0.051369863
17031823603,40521,466,60,36,37,44,6,29,25,20,105,12,60,32,2018,0.2854077253218884
17031823705,58895,1217,100,0,53,66,0,62,69,41,178,197,98,353,2018,0.1257189811010682
17031824107,73825,1834,0,14,0,19,0,51,48,58,252,351,267,774,2018,0.007633588
17031824300,26342,777,57,57,75,59,23,13,28,14,165,150,37,99,2018,0.24324324324324326
17031825504,45729,967,0,0,14,75,56,96,56,86,141,154,70,219,2018,0.014477766287487074
17031825700,43983,902,142,8,69,34,34,47,32,25,196,83,64,168,2018,0.24279379157427938
17031825803,47423,1398,82,40,73,148,0,83,17,73,281,127,86,388,2018,0.13948497854077252
17031826303,46837,1067,125,13,23,70,78,63,64,73,194,131,130,103,2018,0.15089034676663543
17031827300,21015,515,131,29,15,75,39,27,9,0,69,57,14,50,2018,0.33980582524271846
17031828503,38918,1009,111,15,38,92,89,126,43,6,142,132,59,156,2018,0.16253716551040634
17031640400,68902,918,12,23,0,75,0,44,15,11,115,284,108,231,2018,0.038126362
17031660400,43772,1100,29,0,103,113,126,84,35,53,210,158,123,66,2018,0.12
17031660800,36783,1151,90,78,28,85,171,87,77,10,327,100,72,26,2018,0.17028670721112077
17031671300,28466,402,44,32,49,19,13,26,9,58,81,27,44,0,2018,0.31094527363184077
17031825302,62214,1722,82,19,13,0,0,31,70,84,441,346,211,425,2018,0.066202091
17031826500,41653,1552,138,101,118,81,19,69,44,123,305,248,149,157,2018,0.23002577319587628
17031826700,31725,1102,146,111,13,53,81,114,50,27,118,133,106,150,2018,0.24500907441016334
17031827100,28405,580,49,56,59,40,33,17,18,16,53,101,50,88,2018,0.2827586206896552
17031828000,43429,1314,90,96,18,39,53,45,0,114,202,215,207,235,2018,0.1552511415525114
17031828202,59935,1056,11,36,0,89,12,8,11,0,169,204,139,377,2018,0.044507576
17031829302,26167,635,95,45,126,16,56,47,13,9,76,34,0,118,2018,0.4188976377952756
17031300900,26833,990,21,127,141,149,101,91,34,0,181,102,10,33,2018,0.2919191919191919
17031301200,27328,866,120,67,96,49,196,20,14,34,102,64,41,63,2018,0.32678983833718245
17031031100,68304,780,0,33,0,7,69,48,50,0,36,8,58,471,2018,0.042307692
17031050100,114012,602,0,10,0,0,0,0,11,0,11,28,75,467,2018,0.016611295681063124
17031050700,124500,373,0,0,0,6,9,2,0,0,19,20,5,312,2018,0
17031062100,94500,456,45,0,0,0,0,0,0,0,0,40,50,321,2018,0.098684211
17031620100,56339,1013,27,17,57,62,34,110,59,62,242,99,78,166,2018,0.09970385
17031630800,45046,1385,60,21,67,198,77,174,47,73,413,90,106,59,2018,0.10685920577617329
17031630200,35707,402,53,22,34,0,0,56,12,22,114,30,48,11,2018,0.27114427860696516
