school_name,school_id,year,x_enrollment,n_black,n_white,n_hispanic,n_low_income,county_enrollment,county_n_black,county_n_white,county_n_hispanic,county_n_low_income,pct_black_school,pct_white_school,pct_hispanic_school,pct_low_income_school,pct_black_county,pct_white_county,pct_hispanic_county,pct_low_income_county,seg_black,seg_white,seg_hispanic,seg_low_income,rr_black,rr_white,rr_hispanic,rr_low_income
Maine East High School,05-016-2070-17-0001,2023,1816.0,98,683,452,701,211933.0,53373,52636,86325,118949,0.053964757709251104,0.3761013215859031,0.2488986784140969,0.3860132158590308,0.2518390245973963,0.24836151047736785,0.4073221253886842,0.5612575672500272,0.19787426688814522,0.12773981110853525,0.15842344697458727,0.17524435139099637,0.21428274587515628,1.5143301426336575,0.6110610322888479,0.6877648309498354
Maine East High School,05-016-2070-17-0001,2024,1840.0,94,683,466,653,210612.0,52648,51800,86482,117471,0.051086956521739134,0.37119565217391304,0.2532608695652174,0.35489130434782606,0.24997625966231743,0.24594989839135473,0.4106223766926861,0.5577602415816763,0.1988893031405783,0.1252457537825583,0.1573615071274687,0.2028689372338502,0.2043672330754544,1.5092327933523586,0.6167731812500816,0.6362793148207161
Maine East High School,05-016-2070-17-0001,2025,1912.0,101,665,480,648,208640.0,50846,49298,86055,116033,0.05282426778242678,0.34780334728033474,0.2510460251046025,0.3389121338912134,0.24370207055214724,0.23628259202453988,0.4124568634969325,0.5561397622699387,0.19087780276972047,0.11152075525579486,0.16141083839233,0.21722762837872528,0.2167575665760438,1.4719804125232065,0.6086600741133492,0.6094010119109456
Maine South High School          ,05-016-2070-17-0003,2016,2390.0,7,2043,210,186,202153.0,53396,60264,72076,118333,0.0029288702928870294,0.8548117154811715,0.08786610878661087,0.07782426778242678,0.264136569825825,0.2981108368414023,0.35654182722987043,0.5853635612630038,0.261207699532938,0.5567008786397691,0.26867571844325955,0.507539293480577,0.011088469479324138,2.8674291902241014,0.2464398341964003,0.13295031145175834
Maine South High School          ,05-016-2070-17-0003,2017,2401.0,12,2017,202,182,214388.0,58760,58066,79985,127304,0.0049979175343606835,0.8400666389004582,0.08413161182840483,0.07580174927113703,0.27408250461779576,0.27084538313711587,0.37308524730861803,0.5938018918969346,0.2690845870834351,0.5692212557633423,0.2889536354802132,0.5180001426257975,0.018235084144937342,3.1016465156992292,0.22550238165491096,0.12765494739160219
Maine South High School,05-016-2070-17-0003,2018,2397.0,14,2037,194,175,214766.0,57263,56658,82313,126859,0.005840634125990822,0.8498122653316645,0.08093450146015853,0.07300792657488528,0.2666297272380172,0.26381270778428617,0.38326830131398826,0.5906847452576293,0.26078909311202636,0.5859995575473784,0.30233379985382974,0.517676818682744,0.021905412372780764,3.221271152815494,0.21116930667807524,0.12359880149442934
Maine South High School,05-016-2070-17-0003,2019,2391.0,14,2044,196,153,213394.0,55511,55637,82711,121341,0.005855290673358427,0.8548724383103304,0.08197406942701799,0.06398996235884567,0.26013383694012016,0.26072429402888553,0.38759758943550426,0.5686242349831767,0.2542785462667617,0.5941481442814449,0.30562352000848625,0.504634272624331,0.02250876219038836,3.278836908905848,0.21149272250739415,0.11253470819923614
Maine South High School,05-016-2070-17-0003,2020,2375.0,14,2033,197,131,213127.0,54361,56586,83401,121674,0.005894736842105263,0.856,0.08294736842105263,0.05515789473684211,0.2550638820984671,0.26550366682776,0.39132066795854115,0.5708990414166202,0.24916914525636183,0.5904963331722399,0.3083732995374885,0.5157411466797781,0.023110825388557396,3.2240609337998793,0.21196776764635536,0.09661584752353787
Maine South High School,05-016-2070-17-0003,2021,2356.0,14,2021,196,123,214047.0,54702,55045,84985,119674,0.005942275042444821,0.8578098471986417,0.0831918505942275,0.052207130730050934,0.25556069461379977,0.2571631464117694,0.39703896807710454,0.5591015057440656,0.24961841957135494,0.6006467007868723,0.313847117482877,0.5068943750140147,0.023251913019819874,3.335663990613637,0.20953069417123746,0.09337683800470621
Maine South High School,05-016-2070-17-0003,2022,2409.0,12,1975,258,132,214727.0,54973,53880,86275,119290,0.0049813200498132005,0.8198422581984226,0.10709838107098381,0.0547945205479452,0.2560134496360495,0.2509232653555445,0.40178924867389754,0.5555426192327932,0.2510321295862363,0.5689189928428782,0.29469086760291374,0.500748098684848,0.019457259206087336,3.2673026832994188,0.266553625873418,0.09863243368009582
Maine South High School,05-016-2070-17-0003,2023,2459.0,20,1962,278,184,211933.0,53373,52636,86325,118949,0.008133387555917039,0.7978853192354616,0.11305408702724686,0.07482716551443676,0.2518390245973963,0.24836151047736785,0.4073221253886842,0.5612575672500272,0.2437056370414793,0.5495238087580937,0.29426803836143733,0.48643040173559043,0.032295977833139713,3.2125964997630723,0.2775544955221026,0.13332054635996204
Maine South High School,05-016-2070-17-0003,2024,2451.0,20,1956,282,125,210612.0,52648,51800,86482,117471,0.008159934720522236,0.7980416156670747,0.11505507955936352,0.050999592003263976,0.24997625966231743,0.24594989839135473,0.4106223766926861,0.5577602415816763,0.2418163249417952,0.5520917172757199,0.2955672971333226,0.5067606495784123,0.03264283869014263,3.2447324470825083,0.2801968087712665,0.09143640618528345
Maine South High School,05-016-2070-17-0003,2025,2462.0,22,1918,293,111,208640.0,50846,49298,86055,116033,0.008935824532900082,0.7790414297319253,0.1190089358245329,0.04508529650690495,0.24370207055214724,0.23628259202453988,0.4124568634969325,0.5561397622699387,0.23476624601924714,0.5427588377073853,0.2934479276723996,0.5110544657630337,0.03666700292145445,3.297075011141809,0.28853668433479224,0.08106828456732695
Maine West High School           ,05-016-2070-17-0004,2016,2054.0,55,967,793,809,202153.0,53396,60264,72076,118333,0.026777020447906523,0.4707887049659202,0.3860759493670886,0.39386562804284325,0.264136569825825,0.2981108368414023,0.35654182722987043,0.5853635612630038,0.23735954937791848,0.17267786812451785,0.029534122137218177,0.19149793322016057,0.101375665117343,1.579240493080042,1.082834943565196,0.6728564162638054
Maine West High School           ,05-016-2070-17-0004,2017,1995.0,58,908,758,758,214388.0,58760,58066,79985,127304,0.029072681704260653,0.45513784461152884,0.3799498746867168,0.3799498746867168,0.27408250461779576,0.27084538313711587,0.37308524730861803,0.5938018918969346,0.24500982291353512,0.18429246147441297,0.0068646273780987865,0.21385201721021774,0.10607273800566769,1.680434199541495,1.0183996216082496,0.639859656682711
Maine West High School,05-016-2070-17-0004,2018,2059.0,60,931,782,719,214766.0,57263,56658,82313,126859,0.029140359397765905,0.45216124332200097,0.37979601748421565,0.34919864011656143,0.2666297272380172,0.26381270778428617,0.38326830131398826,0.5906847452576293,0.2374893678402513,0.1883485355377148,0.0034722838297726044,0.24148610514106783,0.10929148711071009,1.7139479258585346,0.9909403313087247,0.5911759917961944
Maine West High School,05-016-2070-17-0004,2019,2078.0,71,900,825,663,213394.0,55511,55637,82711,121341,0.034167468719923,0.4331087584215592,0.39701636188642925,0.3190567853705486,0.26013383694012016,0.26072429402888553,0.38759758943550426,0.5686242349831767,0.22596636822019717,0.1723844643926737,0.009418772450924984,0.2495674496126281,0.13134573003583522,1.6611753041071626,1.024300389650623,0.5611030373687611
Maine West High School,05-016-2070-17-0004,2020,2049.0,76,859,838,650,213127.0,54361,56586,83401,121674,0.03709126403123475,0.4192288921425085,0.40897999023914106,0.317227916056613,0.2550638820984671,0.26550366682776,0.39132066795854115,0.5708990414166202,0.21797261806723234,0.15372522531474853,0.01765932228059991,0.2536711253600072,0.1454195071684658,1.5789947353701694,1.0451274970287816,0.5556637742278363
