school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_grad_4yr,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,y_ela_prof,y_math_prof
05-016-2020-17-0001,Evanston Twp High School         ,Evanston Twp HSD 202             ,Cook       ,High School,9 - 12,2016,11.7,89.4,,95.3,0.8,3322.0,4.9,5.0,30.4,3.6,17.5,5.0,13.3,39.9,43.3,,68.8,92.5,37.4,0.8
05-016-2030-17-0001,New Trier Township H S Winnetka  ,New Trier Twp HSD 203            ,Cook       ,High School,10 - 12,2016,0.2,99.0,,94.7,0.1,3025.0,1.4,7.1,0.6,0.4,3.8,0.1,15.5,3.4,85.1,,90.8,89.7,25.0,0.0
05-016-2030-17-0002,New Trier Township H S Northfield,New Trier Twp HSD 203            ,Cook       ,High School,9,2016,0.1,,,96.3,0.0,966.0,2.8,8.0,0.7,0.7,3.7,0.0,16.3,3.3,82.9,,86.5,83.7,65.3,40.9
05-016-2070-17-0001,Maine East High School           ,Maine Township HSD 207           ,Cook       ,High School,9 - 12,2016,5.3,93.1,,94.0,0.8,1930.0,7.8,26.8,4.6,11.5,21.2,1.0,12.1,46.4,45.2,,86.6,95.1,51.2,16.6
05-016-2070-17-0003,Maine South High School          ,Maine Township HSD 207           ,Cook       ,High School,9 - 12,2016,3.6,95.4,,94.0,0.3,2390.0,3.2,2.6,0.3,0.5,8.8,0.3,13.2,7.8,85.5,,78.7,92.6,47.9,33.5
05-016-2070-17-0004,Maine West High School           ,Maine Township HSD 207           ,Cook       ,High School,9 - 12,2016,3.5,88.4,,94.3,1.3,2054.0,7.6,9.6,2.7,5.9,38.6,2.3,16.1,39.4,47.1,,84.5,92.8,41.8,25.0
05-016-2110-17-0001,J B Conant High School           ,Township HSD 211                 ,Cook       ,High School,9 - 12,2016,0.9,92.2,,95.4,0.5,2395.0,3.4,24.7,3.8,3.7,15.2,1.3,9.3,24.3,52.9,,84.2,91.8,46.4,27.3
05-016-2110-17-0002,Wm Fremd High School             ,Township HSD 211                 ,Cook       ,High School,9 - 12,2016,0.5,93.3,,95.7,0.1,2759.0,1.8,23.6,2.8,2.6,8.9,0.7,8.3,13.6,61.9,,82.2,94.4,51.2,15.6
05-016-2110-17-0003,Palatine High School             ,Township HSD 211                 ,Cook       ,High School,9 - 12,2016,3.8,90.2,,93.4,1.5,2697.0,5.0,7.9,5.6,9.5,41.9,3.2,14.2,49.6,42.7,,79.8,94.7,32.1,7.7
05-016-2110-17-0004,Schaumburg High School           ,Township HSD 211                 ,Cook       ,High School,9 - 12,2016,1.2,90.2,,94.3,0.6,2295.0,3.7,15.3,6.5,3.6,21.2,1.7,11.4,31.7,52.3,,79.3,93.8,40.0,19.2
05-016-2110-17-0006,Hoffman Estates High School      ,Township HSD 211                 ,Cook       ,High School,9 - 12,2016,0.9,94.4,,95.1,0.4,1873.0,4.2,19.5,13.7,4.9,29.2,2.3,11.0,49.1,34.2,,81.1,95.7,41.5,22.9
05-016-2140-17-0002,Elk Grove High School            ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.1,94.2,,92.9,1.0,2000.0,12.6,8.2,3.2,7.9,41.4,1.4,10.3,36.3,44.4,,58.4,89.8,40.5,2.0
05-016-2140-17-0004,John Hersey High School          ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.2,96.2,,91.4,0.7,1879.0,8.0,8.7,2.4,0.6,12.3,0.3,12.7,13.4,73.7,,66.7,95.1,61.4,15.1
05-016-2140-17-0005,Prospect High School             ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.0,95.4,,94.3,1.1,2228.0,5.0,7.2,1.9,0.6,12.4,0.4,10.0,10.9,75.0,,64.5,96.3,53.4,19.8
05-016-2140-17-0006,Wheeling High School             ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.9,91.2,,85.9,1.0,1770.0,15.1,4.6,2.3,11.6,58.0,2.8,14.4,42.9,33.3,,59.9,92.9,38.0,19.0
05-016-2140-17-0007,Rolling Meadows High School      ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,1.3,92.9,,92.0,1.4,1985.0,12.1,6.7,2.6,7.9,33.8,1.4,12.3,29.9,54.5,,47.9,92.8,42.1,22.9
05-016-2140-17-0008,Buffalo Grove High School        ,Township HSD 214                 ,Cook       ,High School,9 - 12,2016,0.5,95.0,,92.8,0.5,2017.0,9.7,8.1,1.7,5.4,26.3,1.1,11.1,19.4,60.2,,58.0,93.9,45.5,18.4
05-016-2190-17-0002,Niles North High School          ,Niles Twp CHSD 219               ,Cook       ,High School,9 - 12,2016,1.1,94.6,,94.2,0.7,2149.0,4.6,34.5,10.7,5.8,13.3,1.3,12.7,34.0,40.4,,75.6,88.7,44.9,21.2
05-016-2190-17-0003,Niles West High School           ,Niles Twp CHSD 219               ,Cook       ,High School,9 - 12,2016,4.1,94.4,,93.8,0.4,2577.0,5.8,32.0,5.6,6.7,14.6,0.9,11.5,31.0,47.0,,76.8,92.0,45.1,21.4
05-016-2250-17-0001,Glenbrook North High School      ,Northfield Twp HSD 225           ,Cook       ,High School,9 - 12,2016,0.6,97.5,,96.1,0.0,2062.0,1.1,15.2,0.8,0.7,4.0,0.3,13.2,7.0,77.4,,87.0,93.4,47.1,24.5
05-016-2250-17-0002,Glenbrook South High School      ,Northfield Twp HSD 225           ,Cook       ,High School,9 - 12,2016,2.2,96.3,,95.3,0.2,3016.0,2.3,17.9,1.6,3.5,13.1,0.2,11.9,21.2,63.5,,84.5,89.5,20.4,18.9
06-016-2000-13-0001,Oak Park & River Forest High Sch ,Oak Park - River Forest SD 200   ,Cook       ,High School,9 - 12,2016,4.1,93.1,,92.3,0.5,3309.0,10.5,3.2,23.5,0.5,11.2,1.0,15.8,19.5,53.8,,61.8,95.1,45.6,11.5
06-016-2010-17-0001,J Sterling Morton East High Sch  ,J S Morton HSD 201               ,Cook       ,High School,10 - 12,2016,28.9,73.1,,90.7,4.6,3397.0,10.7,0.2,2.0,13.1,95.7,0.6,7.7,92.7,1.7,,73.4,90.1,8.8,4.9
06-016-2010-17-0002,J Sterling Morton West High Sch  ,J S Morton HSD 201               ,Cook       ,High School,9 - 12,2016,6.8,77.3,,90.3,2.6,3618.0,8.8,1.2,7.4,7.1,79.9,1.3,15.5,81.8,10.4,,77.3,93.4,8.5,3.9
06-016-2010-17-0003,J Sterling Morton Freshman Cntr  ,J S Morton HSD 201               ,Cook       ,High School,9,2016,10.3,5.3,,94.6,0.1,1275.0,6.4,0.0,1.9,26.3,96.6,0.5,9.5,94.4,0.9,,66.2,89.6,,
06-016-2040-17-0001,Lyons Twp High Sch               ,Lyons Twp HSD 204                ,Cook       ,High School,9 - 12,2016,3.3,92.9,,95.1,0.2,4046.0,3.5,1.7,4.0,2.2,19.9,0.7,11.6,16.0,72.2,,75.6,95.4,49.9,30.8
06-016-2080-17-0001,Riverside Brookfield Twp HS      ,Riverside-Brookfield Twp SD 208  ,Cook       ,High School,9 - 12,2016,1.7,94.7,,94.3,0.7,1635.0,3.5,1.8,5.6,3.7,33.0,1.4,12.4,16.2,56.8,,73.5,95.1,34.2,38.8
06-016-2090-17-0001,Proviso East High School         ,Proviso Twp HSD 209              ,Cook       ,High School,9 - 12,2016,28.9,61.7,,77.2,6.2,1814.0,17.3,0.5,48.4,13.7,48.4,3.7,21.7,59.9,1.5,,94.7,74.7,10.0,0.4
06-016-2090-17-0002,Proviso West High School         ,Proviso Twp HSD 209              ,Cook       ,High School,9 - 12,2016,20.4,77.6,,81.7,3.3,2060.0,14.1,0.7,49.7,12.9,46.6,1.4,18.3,41.5,2.3,,93.8,84.2,8.5,2.7
06-016-2090-17-0003,Proviso Math and Science Academy ,Proviso Twp HSD 209              ,Cook       ,High School,9 - 12,2016,0.7,100.0,,95.2,0.1,740.0,0.8,3.1,30.1,0.0,59.5,0.0,0.7,47.4,6.1,,93.3,85.5,70.0,70.3
06-016-2120-16-0001,East Leyden High School          ,Leyden CHSD 212                  ,Cook       ,High School,9 - 12,2016,3.7,85.1,,91.3,1.1,1769.0,3.5,3.3,1.8,7.5,50.3,0.9,12.8,41.7,42.6,,88.2,92.5,31.3,15.2
06-016-2120-16-0002,West Leyden High School          ,Leyden CHSD 212                  ,Cook       ,High School,9 - 12,2016,1.2,81.2,,92.2,1.4,1606.0,3.2,1.7,1.5,8.2,81.3,1.2,14.0,56.1,14.4,,88.1,87.4,31.4,19.7
06-016-2340-16-0001,Ridgewood Comm High School       ,Ridgewood CHSD 234               ,Cook       ,High School,9 - 12,2016,0.9,94.4,,92.5,0.7,856.0,17.0,5.7,0.6,6.1,19.4,0.7,8.9,30.6,72.7,,92.9,82.7,47.7,19.3
06-016-4010-26-0001,Elmwood Park High School         ,Elmwood Park CUSD 401            ,Cook       ,High School,9 - 12,2016,2.6,84.5,,93.5,1.0,953.0,11.3,2.5,1.8,3.9,41.8,0.8,15.9,53.1,51.6,,86.3,92.7,44.1,18.6
07-016-2050-17-0001,Thornton Township High School    ,Thornton Twp HSD 205             ,Cook       ,High School,9 - 12,2016,12.0,80.5,,93.0,0.5,1977.0,13.9,0.9,80.4,7.4,17.6,1.1,19.3,91.3,0.7,,55.4,93.4,21.8,4.9
07-016-2050-17-0002,Thornridge High School           ,Thornton Twp HSD 205             ,Cook       ,High School,9 - 12,2016,20.6,61.6,,89.8,1.8,1287.0,17.4,0.0,97.5,1.2,1.9,3.4,19.5,93.6,0.4,,45.4,91.4,13.8,1.3
07-016-2050-17-0003,Thornwood High School            ,Thornton Twp HSD 205             ,Cook       ,High School,9 - 12,2016,9.8,77.0,,92.0,1.2,1908.0,12.3,0.1,86.7,4.7,8.4,1.6,18.9,21.0,2.8,,65.6,90.8,20.0,4.3
07-016-2060-17-0001,Bloom High School                ,Bloom Twp HSD 206                ,Cook       ,High School,9 - 12,2016,27.6,78.5,,88.4,0.8,1664.0,14.4,0.1,47.4,6.2,43.9,1.9,15.1,73.4,4.7,,58.3,88.2,7.8,1.3
07-016-2060-17-0002,Bloom Trail High School          ,Bloom Twp HSD 206                ,Cook       ,High School,9 - 12,2016,25.3,72.2,,87.3,2.0,1447.0,19.8,0.7,59.8,2.0,17.0,2.1,19.4,65.9,17.7,,51.3,83.3,18.9,3.5
07-016-2100-17-0001,Lemont Twp High School           ,Lemont Twp HSD 210               ,Cook       ,High School,9 - 12,2016,1.9,96.0,,94.9,0.4,1384.0,2.7,5.1,1.0,1.7,9.8,0.1,9.5,10.3,82.5,,84.4,96.6,60.3,57.0
07-016-2150-17-0001,Thornton Fractnl No High School  ,Thornton Fractional Twp HSD 215  ,Cook       ,High School,9 - 12,2016,4.0,92.7,,91.8,0.2,1599.0,20.4,0.3,72.2,3.9,23.7,2.7,13.6,72.4,2.4,,71.8,91.3,18.9,17.5
07-016-2150-17-0002,Thornton Fractnl So High School  ,Thornton Fractional Twp HSD 215  ,Cook       ,High School,9 - 12,2016,3.7,96.2,,94.9,0.4,1851.0,10.1,0.6,62.8,1.6,16.7,2.5,11.8,72.3,15.9,,81.2,92.5,20.0,12.1
07-016-2170-16-0001,Argo Community High School       ,Argo CHSD 217                    ,Cook       ,High School,9 - 12,2016,2.8,89.7,,95.7,1.0,1816.0,17.1,1.8,15.4,6.3,43.0,2.0,14.1,60.6,36.6,,85.2,92.7,24.2,17.5
07-016-2180-16-0001,DD Eisenhower High Sch (Campus)  ,CHSD 218                         ,Cook       ,High School,9 - 12,2016,6.9,81.7,,93.3,1.3,1817.0,9.2,0.4,33.2,6.4,56.5,1.0,17.6,99.6,8.4,,,45.9,25.2,16.4
07-016-2180-16-0004,H L Richards High Sch(Campus)    ,CHSD 218                         ,Cook       ,High School,9 - 12,2016,4.1,84.7,,93.6,1.2,1714.0,8.0,2.1,29.3,5.8,18.1,0.8,15.2,99.6,48.1,,,52.0,36.0,23.4
07-016-2180-16-0007,A B Shepard High Sch (Campus)    ,CHSD 218                         ,Cook       ,High School,9 - 12,2016,4.2,83.4,,93.3,1.5,1852.0,8.3,1.1,26.3,4.3,19.9,1.0,15.7,99.5,50.6,,84.4,47.2,26.4,21.5
07-016-2200-17-0001,Reavis High School               ,Reavis Twp HSD 220               ,Cook       ,High School,9 - 12,2016,7.3,89.0,,94.7,1.3,1866.0,4.3,2.8,2.0,8.1,31.7,1.0,13.3,51.2,59.8,,97.2,94.3,32.7,21.1
07-016-2270-17-0001,Rich East Campus High School     ,Rich Twp HSD 227                 ,Cook       ,High School,9 - 12,2016,2.6,66.8,,83.9,2.0,1049.0,35.7,0.0,88.4,1.9,3.9,3.0,22.4,83.2,4.8,,67.1,79.9,18.4,8.9
07-016-2270-17-0002,Rich Central Campus High School  ,Rich Twp HSD 227                 ,Cook       ,High School,9 - 12,2016,2.3,88.4,,83.1,0.7,1153.0,34.6,0.2,93.8,2.0,3.6,3.1,18.0,75.2,1.9,,71.1,80.1,9.8,7.2
07-016-2270-17-0003,Rich South Campus High School    ,Rich Twp HSD 227                 ,Cook       ,High School,9 - 12,2016,2.6,87.6,,85.3,2.0,1024.0,34.1,0.5,86.8,4.7,6.2,2.3,19.0,80.3,3.6,,48.6,78.5,7.2,7.1
07-016-2280-16-0001,Bremen High School               ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,0.6,85.3,,92.7,0.8,1430.0,10.2,0.5,25.2,5.0,47.9,0.8,15.2,41.9,23.2,,93.4,95.5,15.4,19.0
07-016-2280-16-0002,Tinley Park High School          ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,3.0,85.8,,94.2,1.3,1263.0,4.9,2.6,25.5,2.3,17.1,1.8,15.0,31.1,48.9,,89.9,93.5,33.7,16.9
07-016-2280-16-0003,Hillcrest High School            ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,5.3,70.8,,91.2,2.6,1177.0,13.6,0.2,91.1,0.8,3.7,2.6,20.7,59.6,1.0,,71.1,92.3,11.0,9.4
07-016-2280-16-0004,Oak Forest High School           ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,0.8,95.5,,93.7,0.5,1354.0,4.6,3.2,8.5,2.8,17.7,1.6,13.7,26.0,65.4,,69.4,95.0,32.1,27.8
07-016-2290-16-0001,Oak Lawn Comm High School        ,Oak Lawn CHSD 229                ,Cook       ,High School,9 - 12,2016,1.5,90.0,,93.6,2.0,1837.0,16.1,1.4,6.7,4.1,24.9,0.9,14.5,39.8,66.3,,100.0,90.9,37.0,25.8
07-016-2300-13-0001,Carl Sandburg High School        ,Cons HSD 230                     ,Cook       ,High School,9 - 12,2016,3.1,93.3,,96.3,0.7,3176.0,4.3,5.2,4.1,1.7,10.2,0.4,11.6,16.6,78.2,,78.8,95.3,49.3,40.5
07-016-2300-13-0002,Amos Alonzo Stagg High School    ,Cons HSD 230                     ,Cook       ,High School,9 - 12,2016,0.7,90.7,,95.8,0.9,2383.0,8.7,2.8,5.0,5.8,15.1,0.9,13.6,38.2,75.6,,85.7,94.2,57.9,42.8
07-016-2300-13-0003,Victor J Andrew High School      ,Cons HSD 230                     ,Cook       ,High School,9 - 12,2016,3.1,91.8,,96.7,0.4,2062.0,3.4,4.5,4.1,1.5,11.2,0.6,14.4,21.2,79.4,,81.4,96.3,48.4,43.7
07-016-2310-16-0001,Evergreen Park High School       ,Evergreen Park CHSD 231          ,Cook       ,High School,9 - 12,2016,7.0,93.6,,97.5,0.5,868.0,12.3,1.4,34.1,1.8,13.8,0.9,14.4,26.0,48.3,,73.2,92.9,24.5,30.0
07-016-2330-16-0001,Homewood-Flossmoor High School   ,Homewood Flossmoor CHSD 233      ,Cook       ,High School,9 - 12,2016,0.6,96.1,,94.0,0.2,2809.0,8.3,0.9,68.3,0.2,6.8,2.4,15.2,22.3,19.5,,81.4,91.3,21.0,6.0
07-016-9010-25-001C,Southland College Prep           ,Southland College Prep           ,Cook       ,High School,9 - 12,2016,0.0,94.0,,96.5,0.0,508.0,3.2,0.2,93.7,0.2,2.6,0.8,11.0,52.4,2.4,,88.6,77.9,41.6,9.4
15-016-2990-25-0001,Amundsen High School             ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,41.6,79.4,,91.8,2.1,1175.0,13.4,15.0,11.1,10.9,59.1,1.9,14.6,89.0,12.3,,80.2,88.5,43.7,27.4
15-016-2990-25-0003,Bogan High School                ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,59.3,66.6,,89.2,6.9,960.0,25.4,0.2,50.3,9.3,47.7,6.1,24.2,90.0,1.3,,58.3,78.7,12.0,5.2
15-016-2990-25-0006,Carver Military Academy HS       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,39.9,95.7,,94.1,0.2,491.0,5.6,0.0,44.4,3.7,54.8,3.9,6.5,93.1,0.6,,46.4,92.5,34.2,16.1
15-016-2990-25-0011,Farragut Career Academy HS       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,48.1,60.4,,87.5,10.0,1053.0,29.8,0.0,16.9,26.6,82.2,1.6,25.0,97.9,0.7,,57.6,85.4,7.1,5.1
15-016-2990-25-0012,Fenger Academy High School       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,80.3,55.3,,86.5,15.4,435.0,69.4,0.0,98.2,0.7,0.9,49.7,31.5,97.9,0.2,,63.9,72.8,11.3,1.4
15-016-2990-25-0013,Foreman High School              ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,43.7,65.8,,88.9,5.5,1171.0,31.2,0.9,17.7,23.0,77.0,2.7,23.7,94.4,3.7,,41.4,90.7,9.5,2.6
15-016-2990-25-0014,Back of The Yards IB HS          ,City of Chicago SD 299           ,Cook       ,High School,9 - 10,2016,9.8,,,96.0,0.1,790.0,4.2,6.6,3.2,13.4,88.2,0.3,8.7,95.9,1.8,,,96.7,43.7,37.7
15-016-2990-25-0015,Gage Park High School            ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,48.8,53.9,,90.5,16.1,591.0,38.5,0.2,54.8,15.9,43.3,24.4,28.3,96.8,1.2,,51.1,72.7,6.1,4.8
15-016-2990-25-0016,Harlan Community Academy HS      ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2016,77.8,58.5,,83.4,6.2,796.0,43.5,0.0,98.9,0.0,0.6,18.0,28.8,93.3,0.0,,49.3,83.5,8.7,4.6
15-016-2990-25-0017,Harper High School               ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,83.1,54.3,,85.9,14.1,389.0,37.5,0.0,96.4,0.8,3.3,18.5,32.1,97.9,0.0,,48.6,70.2,1.4,2.8
15-016-2990-25-0019,Hirsch Metropolitan High School  ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,100.0,35.7,,76.8,16.4,360.0,97.0,0.0,97.8,0.0,0.8,33.1,41.7,94.7,0.3,,40.7,77.0,3.5,0.0
15-016-2990-25-0020,Hubbard High School              ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,25.1,79.0,,91.6,3.8,1825.0,11.6,0.2,5.6,15.0,90.6,2.6,14.4,96.3,2.8,,67.4,90.4,21.3,10.3
15-016-2990-25-0021,Hyde Park Academy High School    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,77.9,63.7,,86.4,6.5,996.0,20.4,0.0,98.1,0.3,1.1,14.6,20.8,98.0,0.1,,45.5,76.8,2.7,1.0
15-016-2990-25-0022,Kelly High School                ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,39.7,71.8,,90.4,5.5,2327.0,36.0,12.9,3.1,21.5,81.4,2.9,15.6,95.7,2.1,,63.9,91.1,3.2,10.8
15-016-2990-25-0023,Kelvyn Park High School          ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2016,77.9,61.0,,82.1,7.0,799.0,32.8,0.5,6.6,27.3,90.1,5.0,22.0,96.2,2.1,,60.3,86.3,7.1,5.3
15-016-2990-25-0024,Kennedy High School              ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,33.6,70.8,,89.9,3.4,1672.0,13.3,0.7,3.6,5.9,69.0,1.0,16.9,78.7,25.9,,60.4,95.8,19.0,13.4
15-016-2990-25-0025,Kenwood Academy High School      ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2016,24.9,83.8,,93.2,0.9,1761.0,6.7,3.1,86.4,0.7,4.8,2.6,5.8,65.6,3.0,,66.1,86.3,46.6,52.1
15-016-2990-25-0026,Lake View High School            ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,47.1,86.4,,88.6,1.3,1302.0,8.3,3.8,13.0,4.7,67.3,5.6,15.7,83.6,13.3,,64.6,86.6,17.9,14.1
15-016-2990-25-0027,Lane Technical High School       ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2016,8.7,93.7,,94.1,0.2,3985.0,1.7,10.9,8.4,0.2,42.3,0.6,3.0,54.0,35.0,,73.9,92.5,81.1,82.3
15-016-2990-25-0029,Marshall Metropolitan High School,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,89.3,57.4,,89.2,10.0,670.0,54.8,0.0,96.7,0.6,2.5,19.1,35.1,97.9,0.3,,45.7,72.5,12.3,8.8
15-016-2990-25-0030,Mather High School               ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,57.1,74.5,,89.7,2.6,1710.0,18.6,27.2,13.2,23.0,35.3,1.9,15.4,87.1,22.0,,82.0,96.6,25.3,20.8
15-016-2990-25-0031,Morgan Park High School          ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2016,59.4,75.8,,88.4,3.4,1541.0,12.2,0.0,94.2,0.3,1.6,5.5,13.2,84.2,3.2,,46.0,91.6,22.6,9.9
15-016-2990-25-0034,Phillips Academy High School     ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,100.0,59.4,,81.1,8.0,813.0,76.7,0.9,96.7,1.6,0.9,21.3,29.9,95.0,0.7,,65.4,80.9,4.2,2.5
15-016-2990-25-0035,Roosevelt High School            ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,73.5,66.9,,85.3,4.6,1275.0,19.0,7.4,12.7,26.6,72.6,2.6,24.3,93.6,5.7,,59.4,87.0,8.6,5.9
15-016-2990-25-0036,Schurz High School               ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,69.3,74.6,,85.2,2.9,2174.0,17.2,1.3,10.2,17.9,80.4,4.5,21.9,91.4,6.3,,68.4,92.4,3.8,6.1
15-016-2990-25-0037,Senn High School                 ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,45.9,75.0,,90.4,3.1,1482.0,15.0,15.5,29.0,15.6,42.0,2.9,19.3,83.3,10.2,,80.6,85.4,33.4,18.9
15-016-2990-25-0039,King College Prep High School    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,23.6,95.7,,92.8,0.0,648.0,4.8,1.5,94.1,0.2,3.2,6.9,3.1,79.8,0.3,,66.0,89.7,42.9,39.5
15-016-2990-25-003C,Perspectives Charter High School ,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2016,38.1,0.0,,92.9,0.1,1878.0,14.0,0.4,93.5,0.9,4.5,5.5,19.2,89.4,0.5,,100.0,52.4,7.8,7.1
15-016-2990-25-0041,Steinmetz College Prep HS        ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,80.0,71.8,,85.9,3.0,1699.0,25.0,2.1,15.1,17.5,71.6,4.1,21.4,90.8,9.6,,47.7,92.3,11.5,4.6
15-016-2990-25-0042,Sullivan High School             ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,82.0,66.1,,86.9,4.8,625.0,30.7,11.4,43.7,29.4,38.6,12.5,27.8,94.4,3.8,,64.7,83.1,7.5,2.3
15-016-2990-25-0043,Taft High School                 ,City of Chicago SD 299           ,Cook       ,High School,7 - 12,2016,44.1,83.4,,91.0,2.6,3436.0,8.5,7.3,2.4,7.7,39.3,0.8,14.7,57.8,48.5,,67.0,93.6,34.0,25.0
15-016-2990-25-0044,Tilden Career Communty Academy HS,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,92.8,49.2,,80.8,11.6,406.0,41.2,4.7,51.2,9.1,29.6,21.2,42.1,96.3,12.3,,58.7,76.6,0.0,0.0
15-016-2990-25-0046,Von Steuben Metro Science HS     ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,23.9,91.3,,93.3,0.2,1632.0,3.9,13.1,11.2,1.5,55.9,0.6,5.2,77.3,17.5,,63.5,95.0,27.1,25.6
15-016-2990-25-0047,Lincoln Park High School         ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,33.2,83.5,,90.5,0.5,2143.0,5.7,10.5,24.0,1.9,33.0,2.9,8.2,55.7,28.0,,74.6,87.3,45.0,19.5
15-016-2990-25-0048,Washington G High School         ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,51.5,79.1,,87.0,1.8,1470.0,13.7,0.1,7.4,9.5,86.1,2.4,14.8,91.6,5.6,,72.7,87.3,10.3,6.2
15-016-2990-25-0049,Wells Community Academy HS       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,23.0,75.2,,90.8,5.5,545.0,25.7,0.0,54.3,11.9,40.4,8.8,29.9,94.3,4.8,,68.8,87.6,6.0,4.2
15-016-2990-25-004C,Youth Connections Charter HS     ,City of Chicago SD 299           ,Cook       ,High School,10 - 12,2016,100.0,32.4,,68.9,37.1,3602.0,152.0,0.3,71.5,3.7,26.0,21.2,20.3,97.1,1.2,,100.0,77.6,1.5,0.7
15-016-2990-25-0052,Crane Medical Prep HS            ,City of Chicago SD 299           ,Cook       ,High School,9 - 11,2016,40.6,,,95.1,0.0,477.0,23.2,0.8,69.8,0.6,27.7,7.3,4.0,85.5,0.8,,,87.5,19.6,19.4
15-016-2990-25-0053,Disney II Magnet HS              ,City of Chicago SD 299           ,Cook       ,High School,7 - 11,2016,36.2,,,91.2,0.5,633.0,5.1,3.3,20.9,0.8,51.2,3.9,9.8,59.7,21.2,,,82.4,27.7,19.6
15-016-2990-25-005C,North Lawndale Charter HS        ,City of Chicago SD 299           ,Cook       ,High School,8 - 12,2016,47.8,93.7,,93.7,1.0,805.0,13.4,0.0,99.4,0.1,0.4,12.7,15.8,96.5,0.0,,98.4,82.8,2.9,9.6
15-016-2990-25-006C,Noble Street Charter Schools     ,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2016,38.8,90.2,,93.4,0.3,11371.0,12.0,1.0,49.0,5.6,48.3,5.9,15.7,89.7,0.9,,96.6,68.5,21.3,19.3
15-016-2990-25-007C,Young Womens Leadership Chartr HS,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,72.4,89.1,,87.0,0.6,335.0,19.1,0.0,92.5,0.0,5.7,23.0,23.0,90.4,1.2,,94.6,34.6,7.6,3.5
15-016-2990-25-008C,ASIPRA Charter Schools           ,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2016,31.6,76.2,,92.9,4.1,1134.0,13.3,1.7,2.6,25.5,92.4,1.9,17.2,96.2,1.9,,96.6,52.0,17.5,15.4
15-016-2990-25-009C,Ace Technical Charter High School,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,68.0,73.5,,87.6,0.0,433.0,22.5,0.0,84.8,5.1,13.9,38.1,17.6,97.5,1.2,,68.3,49.0,1.1,1.1
15-016-2990-25-010C,Urban Prep Chtr Acad Englewood HS,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2016,64.8,93.6,,92.1,1.4,437.0,15.1,0.0,99.1,0.2,0.2,4.6,19.7,84.9,0.0,,88.9,56.3,0.0,0.0
