school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_grad_4yr,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,x_ap_coursework,y_ela_prof,y_math_prof
15-016-2990-25-020C,IJLA Charter High School,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,34.7,69.1,30.2,86,61.9,,,34.9,98.8,40.7,17.4,100.0,,,,,,3.6,0.0
15-016-2990-25-022C,Intrinsic Charter High School,City of Chicago SD 299,Cook,CHARTER SCH,7 - 12,2018,15.7,0.0,94.0,0.3,1010,3.3,1.2,4.7,12.6,88.3,3.1,17.9,83.6,5.0,,,,,18.8,18.9
15-016-2990-25-027C,CICS - Quest North Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,70.4,77.8,84.8,0.8,258,24.2,,86.8,3.9,10.1,19.4,22.9,94.2,,,,,,8.8,7.0
15-016-2990-25-028C,Noble St Chtr-Pritzker College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,12.9,93.4,94.5,0.0,985,3.5,,3.0,12.3,95.2,,10.7,95.2,,,,,,46.3,56.2
15-016-2990-25-029C,Noble St Chtr Rauner College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,25.2,81.4,93.0,0.6,633,5.3,,16.9,12.8,79.5,7.4,13.9,83.6,2.2,,,,,35.0,36.3
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,50.7,87.1,88.3,4.1,461,20.4,,75.1,8.2,23.9,10.2,25.4,97.2,,,,,,20.0,16.5
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,24.5,88.7,93.2,2.1,662,7.9,,15.1,11.6,81.3,4.1,15.4,93.8,1.7,,,,,31.3,42.0
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,30.6,88.0,92.4,2.6,1096,8.1,,97.4,,2.3,8.4,16.9,88.7,,,,,,18.3,25.3
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,24.8,88.2,92.7,0.7,939,4.9,3.4,30.6,9.7,63.7,3.7,14.7,85.3,1.5,,,,,36.7,47.3
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,21.7,92.3,93.4,0.1,1136,3.4,,32.7,8.0,65.9,2.1,14.6,90.3,,,,,,29.1,43.7
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,15.1,93.4,95.0,0.3,956,2.8,4.1,27.2,6.8,67.4,3.7,11.2,84.6,,,,,,40.0,47.0
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,54.3,80.3,86.2,0.3,780,14.9,,97.2,,2.1,16.5,20.8,96.0,,,,,,9.0,10.0
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,35.7,81.9,91.0,1.8,628,13.2,,98.4,,,5.3,21.8,87.1,,,,,,21.7,12.2
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,55.6,83.6,86.4,1.0,508,17.1,,94.7,,4.5,14.2,27.4,94.1,,,,,,12.4,13.2
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,19.4,96.3,93.6,0.2,647,5.4,,96.0,1.9,3.4,13.9,19.9,92.3,,,,,,17.2,15.7
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,49.0,76.5,90.2,3.3,365,16.8,,84.1,4.9,12.9,17.8,24.1,96.2,,,,,,16.5,28.9
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,18.8,94.0,94.1,0.2,652,2.6,,12.1,9.2,84.7,1.5,12.6,89.1,,,,,,37.0,52.1
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,20.7,91.5,93.5,0.6,1014,9.5,,12.8,12.6,84.4,1.5,13.9,90.5,1.7,,,,,31.8,52.1
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,26.7,92.5,92.4,1.0,489,8.2,2.9,46.0,5.9,45.8,3.5,15.7,85.5,2.9,,,,,42.4,50.6
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH,9 - 10,2018,17.7,,94.9,0.4,525,7.8,2.1,,23.6,95.2,,15.2,92.4,,,,,,,
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,30.7,91.9,92.0,0.0,348,20.0,,99.1,,,22.7,16.4,97.1,,,,,,2.4,1.2
15-016-2990-25-049C,Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,City of Chicago SD 299,Cook,CHARTER SCH,K - 12,2018,13.4,90.9,95.5,1.6,691,11.9,1.9,27.1,43.1,67.6,,13.7,93.6,1.7,,,,,20.4,15.6
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,20.7,96.6,93.6,0.8,386,7.8,,87.3,2.6,9.6,2.6,19.9,82.9,,,,,,10.9,10.3
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,33.6,97.7,91.1,0.0,436,7.4,,97.9,,,3.7,17.0,95.2,,,,,,8.9,6.3
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,39.1,98.6,90.9,0.0,333,10.7,,97.6,,,,19.8,92.2,,,,,,1.3,0.0
15-016-2990-25-053C,Perspectives Chtr -  IIT Campus,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,39.1,96.8,90.3,0.5,462,13.2,,96.5,2.2,3.0,11.0,20.8,93.1,,,,,,11.4,10.8
15-016-2990-25-054C,YCCS-Scholastic Achievement HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,48.6,59.9,32.5,154,84.0,,94.8,,,19.5,18.8,97.4,,,,,,0.0,0.0
15-016-2990-25-055C,YCCS- McKinley-Lakeside Leadership Academy,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,48.7,59.6,46.4,151,90.4,,95.4,,,39.1,21.2,99.3,,,,,,0.0,0.0
15-016-2990-25-056C,YCCS-ASPIRA Pantoja Alt HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,19.5,55.6,60.0,180,85.1,,,28.9,94.4,6.7,13.9,97.8,,,,,,1.7,0.0
15-016-2990-25-057C,YCCS-Assoc Hse El Cuarto Ano HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,15.9,60.0,61.5,143,89.0,,28.7,10.5,67.8,24.5,21.7,98.6,,,,,,2.2,2.2
15-016-2990-25-058C,YCCS-Austin Career Ed Cntr HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,53.5,69.4,39.2,143,83.5,,97.9,,,18.9,12.6,100.0,,,,,,0.0,0.0
15-016-2990-25-059C,YCCS-CCA Academy HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,41.1,53.7,39.3,163,79.2,,99.4,,,16.6,16.0,98.2,,,,,,1.5,1.5
15-016-2990-25-060C,YCCS-Progressive Leadership Academy,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,62.9,58.9,57.3,164,91.5,,99.4,,,37.8,20.1,100.0,,,,,,0.0,0.0
15-016-2990-25-061C,YCCS-Community Youth Dev Inst HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,31.6,62.5,53.8,156,89.6,,97.4,,,22.4,16.0,98.7,,,,,,0.0,0.0
15-016-2990-25-062C,YCCS-Albizu Campus Puerto Rican HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,33.7,67.4,39.5,200,87.2,,16.5,11.5,79.0,26.5,26.0,94.5,,,,,,1.4,5.6
15-016-2990-25-063C,YCCS-Innovations of Arts Integr HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,24.1,48.8,48.2,409,90.1,,90.5,,7.8,58.7,16.9,98.5,,,,,,0.0,2.6
15-016-2990-25-064C,YCCS-Jane Addams Alternative HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,56.6,84.0,56.0,209,95.1,,27.8,6.2,68.4,9.6,12.0,97.6,,,,,,5.8,9.7
15-016-2990-25-065C,YCCS-Latino Youth Alternative HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,25.8,63.0,48.1,231,88.7,,5.6,19.5,93.5,15.6,19.0,98.7,,,,,,3.4,1.1
15-016-2990-25-066C,YCCS-Olive Harvey Mid College HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,25.0,71.3,49.5,101,75.3,,83.2,,15.8,33.7,9.9,93.1,,,,,,0.0,0.0
15-016-2990-25-067C,YCCS-Sullivan House Alt HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,82.9,46.1,83.8,6.1,344,63.3,,94.2,,5.2,32.8,17.4,99.7,,,,,,1.7,0.0
15-016-2990-25-068C,YCCS-Truman Middle College HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,23.5,71.9,39.8,221,81.7,7.7,31.2,20.8,48.9,17.6,10.9,87.3,9.5,,,,,12.6,5.3
15-016-2990-25-070C,YCCS-West Town Academy Alt HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,35.1,59.8,48.1,129,91.8,,80.6,,17.1,33.3,14.7,96.9,,,,,,1.9,0.0
15-016-2990-25-071C,YCCS-Westside Holistic Ldr Acad HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,50.0,68.1,63.2,95,88.7,,75.8,,24.2,10.5,10.5,97.9,,,,,,4.4,2.9
15-016-2990-25-072C,YCCS-Youth Connection Leadership Academy,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,46.9,61.7,35.9,231,84.3,,91.8,,6.5,21.2,13.9,97.4,,,,,,0.0,0.0
15-016-2990-25-073C,YCCS Chtr - Chatham,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,100.0,37.7,69.3,47.0,164,90.0,,99.4,,,20.1,15.2,79.3,,,,,,0.0,0.0
15-016-2990-25-074C,ASPIRA Charter - Early College Prep HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,39.2,86.2,89.3,4.7,364,11.3,,2.7,30.8,94.8,,23.6,95.3,,,,,,9.2,4.6
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,City of Chicago SD 299,Cook,CHARTER SCH,9 - 11,2018,43.0,,88.8,2.7,489,11.3,,2.0,34.4,93.9,,22.5,96.5,,,,,,6.1,5.4
15-016-2990-25-081C,Foundations College Prep Charter,City of Chicago SD 299,Cook,CHARTER SCH,6 - 10,2018,32.4,,91.8,0.0,227,21.1,,97.8,,,7.9,24.7,96.9,,,,,,9.6,5.1
15-016-2990-25-082C,CICS - Northtown  Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,19.5,94.5,94.0,0.2,917,3.7,16.0,6.5,15.9,53.2,,23.1,79.0,20.9,,,,,23.7,19.8
15-016-2990-25-083C,CICS - Ralph Ellison Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,52.4,87.2,89.0,0.0,415,20.4,,99.0,,,19.3,18.6,93.0,,,,,,4.6,0.9
15-016-2990-25-084C,North Lawndale Prep Chtr - Christiana,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,13.0,95.8,95.9,0.3,353,12.7,,99.4,,,15.6,17.6,98.3,,,,,,2.4,1.2
15-016-2990-25-085C,Acero Chtr Sch Network -  Major Hector P Garcia MD Campus,City of Chicago SD 299,Cook,CHARTER SCH,8 - 12,2018,23.2,94.8,93.3,0.0,600,6.5,,,23.8,97.0,,14.2,93.7,1.8,,,,,17.5,15.8
15-016-2990-25-086C,Acero Chtr Sch Network Victoria Soto Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,46.5,76.5,87.3,2.7,551,11.7,,,29.4,98.7,,14.0,96.0,,,,,,10.4,5.2
15-016-2990-25-101C,KIPP Academy Chicago Campus,City of Chicago SD 299,Cook,CHARTER SCH,5 - 8,2018,8.8,,96.3,,347,8.4,,98.6,,,11.8,16.4,96.0,,,,,,23.4,17.0
15-016-2990-25-103C,KIPP Chicago Charters - Bloom Campus,City of Chicago SD 299,Cook,CHARTER SCH,5 - 8,2018,8.5,,95.9,,352,14.2,,93.2,,5.4,28.7,17.3,93.5,,,,,,14.9,10.4
15-016-2990-25-107C,Univ of Chicago Chtr-Woodlawn,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,15.6,0.0,94.6,0.7,641,5.2,,97.8,,,3.7,14.7,83.8,,,,,,3.7,1.7
15-016-2990-25-108C,Univ of Chicago Chtr - Woodson,City of Chicago SD 299,Cook,CHARTER SCH,7 - 8,2018,9.0,,96.3,,214,5.1,,99.1,,,,13.6,85.0,,,,,,3.6,9.8
15-016-2990-25-109C,LEARN Chtr - Middle School,City of Chicago SD 299,Cook,CHARTER SCH,6 - 8,2018,8.9,,96.2,,306,9.7,,96.4,,,13.4,16.3,97.7,,,,,,10.8,16.5
15-016-2990-25-110C,ASPIRA Charter - Haugan Campus,City of Chicago SD 299,Cook,CHARTER SCH,6 - 8,2018,13.6,,95.3,,425,8.3,3.3,3.3,26.1,91.1,,14.4,96.9,,,,,,22.1,11.1
15-016-2990-25-206C,Locke A Elem Charter Academy,City of Chicago SD 299,Cook,CHARTER SCH,PK - 8,2018,17.9,,94.2,,499,2.7,,99.4,,,9.0,9.4,93.2,,,,20.0,,54.2,34.9
15-016-2990-25-214C,Asian Human Services -Passage Chrtr,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,24.2,,94.5,,452,15.3,24.6,47.6,41.4,17.7,,11.1,86.1,6.6,,,,,28.2,23.4
15-016-2990-25-217C,Chicago Math & Sci Elem Charter,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,8.0,73.9,96.2,0.3,596,8.5,9.6,31.2,15.8,53.7,1.7,10.4,93.0,3.5,,,38.7,,26.4,31.7
15-016-2990-25-218C,Namaste Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,10.4,,95.3,,491,7.2,,3.3,43.0,89.0,,18.1,77.0,5.9,,,12.8,,24.3,13.2
15-016-2990-25-219C,Erie Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,11.8,,94.9,,417,3.8,,14.1,46.0,81.5,,18.2,86.6,,,,62.4,,24.2,5.9
15-016-2990-25-221C,Legacy Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,10.3,,95.6,,465,8.2,,97.2,,2.6,4.7,14.0,92.3,,,,,,18.2,11.4
15-016-2990-25-224C,Providence-Englewood Elem Charter,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,20.0,,93.8,,507,3.9,,95.3,2.0,3.9,7.1,13.0,91.9,,,,10.6,,19.4,9.9
15-016-2990-25-225C,Chicago Virtual Charter School,City of Chicago SD 299,Cook,CHARTER SCH,K - 12,2018,51.4,57.4,88.8,0.6,689,28.6,5.4,55.7,7.1,22.6,,14.8,76.2,12.9,,,75.6,,28.6,18.2
15-016-2990-25-226C,Polaris Elem Charter Academy,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,5.5,,97.7,,434,12.5,,91.9,,7.1,15.7,16.4,94.9,,,,,,18.6,9.3
15-016-2990-25-228C,Catalyst Charter-Circle Rock ES,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,10.6,,95.6,,521,3.1,,96.7,,2.1,5.8,12.5,93.1,,,,,,14.2,9.4
15-016-2990-25-229C,Academy for Global Citizenship,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,12.3,,95.3,,466,3.4,,4.7,37.8,88.0,,13.7,70.6,6.7,,,25.0,,5.5,3.4
15-016-2990-25-230C,Rowe Elementary,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,7.3,,96.2,,1012,3.3,,17.9,21.8,80.1,2.6,13.9,85.5,1.2,,,,,28.4,24.4
15-016-2990-25-231C,Nkrumah Academy Charter ES,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,23.0,,92.7,,178,12.2,,99.4,,,9.0,13.5,91.0,,,,,,3.9,0.8
15-016-2990-25-232C,Catalyst Charter - Maria ES,City of Chicago SD 299,Cook,CHARTER SCH,K - 12,2018,9.3,90.7,96.2,0.2,1071,9.0,,45.3,18.7,52.8,4.1,14.9,95.8,1.2,,,,,16.3,11.5
15-016-2990-25-233C,Montessori of Englewood Chtr ES,City of Chicago SD 299,Cook,CHARTER SCH,PK - 7,2018,21.5,,94.5,,307,18.0,,97.7,,,19.2,16.3,97.7,,,,,,7.0,2.3
15-016-2990-25-235C,Christopher House Chrt ES,City of Chicago SD 299,Cook,CHARTER SCH,K - 5,2018,6.9,,96.5,,341,5.3,,,38.1,95.3,,18.2,94.4,,,,,,46.9,27.6
15-016-2990-25-236C,Chicago Collegiate Charter School,City of Chicago SD 299,Cook,CHARTER SCH,4 - 9,2018,25.0,,94.2,2.6,374,19.5,,98.7,,,20.1,19.0,91.7,,,,,,6.0,3.8
15-016-2990-25-238C,Frazier Prep Acad Charter ES,City of Chicago SD 299,Cook,CHARTER SCH,PK - 8,2018,19.0,,95.2,,357,14.2,,98.3,,,6.4,10.1,92.2,,,,,,11.2,0.9
15-016-2990-25-240C,Horizon Sci Academy - Southwest Charter,City of Chicago SD 299,Cook,CHARTER SCH,K - 11,2018,13.9,,95.0,0.9,723,4.8,,30.3,23.2,68.9,,12.7,95.9,,,,,,18.1,14.7
15-016-2990-25-241C,Great Lakes Academy Charter ES,City of Chicago SD 299,Cook,CHARTER SCH,K - 4,2018,14.4,,94.9,,294,7.5,,88.8,6.8,10.9,5.4,6.8,87.1,,,,,,51.6,27.5
15-016-2990-25-244C,Moving Everest Charter School,City of Chicago SD 299,Cook,CHARTER SCH,K - 3,2018,24.0,,93.6,,362,5.2,,96.4,,2.8,8.8,12.2,92.5,,,,,,17.2,13.8
15-016-2990-25-245C,KIPP Chicago Charter School - KIPP One Academy,City of Chicago SD 299,Cook,CHARTER SCH,K - 6,2018,5.6,,97.4,,418,12.9,,78.0,8.4,21.5,12.9,11.5,98.1,,,,,,24.3,19.0
15-016-2990-25-246C,CICS - Bucktown Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,17.2,,93.9,,707,2.3,,11.5,18.8,81.6,1.8,12.4,78.1,3.7,,,,,20.7,11.9
15-016-2990-25-247C,CICS - Longwood Campus,City of Chicago SD 299,Cook,CHARTER SCH,3 - 12,2018,35.3,91.8,91.7,0.0,1334,8.5,,98.8,1.3,0.7,3.3,17.5,89.7,,,,,,12.4,5.5
15-016-2990-25-248C,CICS - Prairie Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,13.4,,94.8,,418,4.0,,51.7,24.2,45.7,,14.1,94.5,,,,,,14.5,17.8
15-016-2990-25-249C,CICS - Washington Pk Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,25.9,,93.6,,458,11.6,,98.9,,,5.9,12.9,95.2,,,,,,32.5,21.6
15-016-2990-25-251C,CICS - West Belden Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,11.2,,95.5,,527,2.4,,7.0,45.2,91.5,,15.6,87.7,,,,,,25.6,15.6
15-016-2990-25-252C,CICS - Avalon/South Shore,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,13.3,,95.1,,478,5.7,,98.1,,,2.5,10.7,92.5,,,,,,47.9,36.7
15-016-2990-25-254C,CICS - Irving Park Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,11.4,,95.0,,555,2.3,5.6,5.8,22.7,68.5,,16.6,62.2,16.9,,,,,37.1,23.8
15-016-2990-25-255C,CICS - Loomis Primary Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 2,2018,39.6,,90.9,,561,11.8,,99.8,,,,11.9,92.2,,,,,,,
15-016-2990-25-258C,Univ of Chicago Chtr-Nth Kenwood,City of Chicago SD 299,Cook,CHARTER SCH,PK - 5,2018,7.7,,96.2,,354,1.8,,94.6,,,,7.1,72.3,2.8,,,,,27.4,16.8
15-016-2990-25-259C,Acero Chtr Sch Network - Octavio Paz Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,10.4,,95.6,,370,7.4,,7.3,53.0,91.6,,11.6,96.8,,,,,,12.2,6.0
15-016-2990-25-260C,Acero Chtr Sch Network - Rufino Tamayo Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,2.1,,96.8,,287,4.4,,,60.6,98.6,,15.7,95.1,,,,,,33.9,29.5
15-016-2990-25-261C,Acero Chtr Sch Network - Carlos Fuentes Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,9.7,,96.1,,551,7.3,,,41.7,97.5,,13.6,91.7,,,,,,30.9,27.0
15-016-2990-25-262C,Acero Chtr Sch Network - Bartolome de las Casas,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,8.0,,96.0,,279,4.6,,,45.9,98.9,,14.7,93.5,,,,,,32.1,27.9
15-016-2990-25-263C,Acero Chtr Sch Network - Officer Donald J Marquez Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,7.2,,96.0,,576,2.3,,,60.9,98.6,,11.5,94.3,,,,,,18.0,19.8
15-016-2990-25-264C,Acero Chtr Sch Network - SPC Daniel Zizumbo Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,8.1,,96.0,,625,3.4,,,37.8,97.4,,11.0,89.0,1.6,,,,,36.0,26.7
15-016-2990-25-266C,Acero Chtr Sch Network- Sandra Cisneros Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,7.5,,96.8,,536,5.3,,,45.3,98.7,,8.8,95.3,,,,,,29.0,22.9
15-016-2990-25-267C,Acero Chtr Sch Network - Esmeralda Santiago Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,3.6,,97.1,,283,2.8,,,47.0,95.1,,19.4,93.3,,,,,,31.7,31.2
15-016-2990-25-268C,Acero Chtr Sch Newtwork - Roberto Clemente Campus,City of Chicago SD 299,Cook,CHARTER SCH,K - 8,2018,9.0,,95.9,,548,3.1,,2.6,46.0,95.8,,10.4,92.3,,,,,,20.9,14.1
