school,year,D_black_white,D_lowincome_notlowincome,D_white_hispanic
Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Air Force Acad High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Air Force Acad High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Air Force Acad High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Air Force Acad High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Air Force Acad High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Air Force Acad High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Air Force Acad High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Air Force Acad High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Air Force Acad High School       ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Air Force Acad High School       ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Alcott College Prep,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Alcott College Prep,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Alcott College Prep,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Alcott College Prep,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Alcott College Prep,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Alcott College Prep,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Alcott Humanities High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Alcott Humanities High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Alcott Humanities High School    ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Alcott Humanities High School    ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Amos Alonzo Stagg High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Amos Alonzo Stagg High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Amos Alonzo Stagg High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Amos Alonzo Stagg High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Amos Alonzo Stagg High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Amos Alonzo Stagg High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Amos Alonzo Stagg High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Amos Alonzo Stagg High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Amos Alonzo Stagg High School    ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Amos Alonzo Stagg High School    ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Amundsen High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Amundsen High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Amundsen High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Amundsen High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Amundsen High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Amundsen High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Amundsen High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Amundsen High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Amundsen High School             ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Amundsen High School             ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Argo Community High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Argo Community High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Argo Community High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Argo Community High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Argo Community High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Argo Community High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Argo Community High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Argo Community High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Argo Community High School       ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Argo Community High School       ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Aspira Charter - Bus and Fin     ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Aspira Charter - Business and ,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Aspira Charter - Business and Finance HS,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Aspira Charter - Business and Finance HS,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Aspira Charter - Business and Finance HS,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Aspira Charter - Business and Finance HS,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Aspira Charter - Business and Finance HS,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Aspira Charter - Business and Finance HS,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Aspira Charter - Business and Finance HS,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Austin College and Career Acad,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Austin College and Career Acad HS,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Austin College and Career Academy High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Austin College and Career Academy High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Austin College and Career Academy High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Austin College and Career Academy High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Austin College and Career Academy High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Austin College and Career Academy High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Austin College and Career Academy High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Back of The Yards IB HS,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Back of The Yards IB HS,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Back of The Yards IB HS,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Back of The Yards IB HS,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Back of The Yards IB HS,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Back of The Yards IB HS,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Back of The Yards IB HS,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Back of The Yards IB HS,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Back of The Yards IB HS          ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Back of The Yards IB HS          ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Bloom High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Bloom High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Bloom High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Bloom High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Bloom High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Bloom High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Bloom High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Bloom High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Bloom High School                ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Bloom High School                ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Bloom Trail High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Bloom Trail High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Bloom Trail High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Bloom Trail High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Bloom Trail High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Bloom Trail High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Bloom Trail High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Bloom Trail High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Bloom Trail High School          ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Bloom Trail High School          ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Bogan High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Bogan High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Bogan High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Bogan High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Bogan High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Bogan High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Bogan High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Bogan High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Bogan High School                ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Bogan High School                ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Bowen High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Bowen High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Bowen High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Bowen High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Bowen High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Bowen High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
Bowen High School,2024,0.7885703578630185,0.5226036612987716,0.5984771053748413
Bowen High School,2025,0.7828371078077657,0.5053128806800504,0.5947474157648664
Bowen High School                ,2016,0.7582594210265702,0.575559100801645,0.6026948148460517
Bowen High School                ,2017,0.7865127144466507,0.6084814665314048,0.6303904112872264
Bremen High School,2018,0.7864616524779631,0.5877897656269258,0.6230274556540557
Bremen High School,2019,0.7839074603594075,0.5542569409271805,0.6247704774800023
Bremen High School,2020,0.7873785595622814,0.5458890801078016,0.6231312056700935
Bremen High School,2021,0.7967067793961019,0.5492514836824691,0.6148661607598671
Bremen High School,2022,0.7965876587239,0.5284115178179017,0.6101835313650843
Bremen High School,2023,0.7939227726308796,0.5118302351061063,0.6030007625551171
