school_id,year,TRACTID,LAT,LON,x_tract_median_hh_income,x_tract_total_n_hh,x_tract_pov_share_under_1_00,x_tract_urban,x_tract_lilatracts_1and10,x_tract_lilatracts_halfand10,x_tract_lilatracts_1and20,x_tract_lilatracts_vehicle,x_tract_lowincometracts,x_tract_la1and10,x_tract_lahalfand10,x_tract_la1and20,x_tract_transport_length,x_tract_pop20
07-016-2300-13-0001,2019,17031823801,41.6492,-87.8557,103160.0,1535.0,0.033224756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873
07-016-2300-13-0001,2020,17031823801,41.6492,-87.8557,105781.0,1397.0,0.0529706513958482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873
07-016-2300-13-0001,2021,17031823801,41.6492,-87.8557,110671.0,1419.0,0.0599013389711064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873
07-016-2300-13-0001,2022,17031823801,41.6492,-87.8557,116797.0,1408.0,0.0163352272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873
07-016-2300-13-0001,2023,17031823801,41.6492,-87.8557,121063.0,1458.0,0.0171467764060356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873
07-016-2300-13-0001,2024,17031823801,41.6492,-87.8557,111221.0,1376.0,0.0109011627906976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873
07-016-2300-13-0001,2025,17031823801,41.6492,-87.8557,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873
07-016-2300-13-0002,2018,17031823805,41.6879,-87.8186,54594.0,661.0,0.074130106,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0002,2019,17031823805,41.6879,-87.8186,54392.0,683.0,0.042459736,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0002,2020,17031823805,41.6879,-87.8186,55655.0,691.0,0.0419681620839363,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0002,2021,17031823805,41.6879,-87.8186,56923.0,800.0,0.0325,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0002,2022,17031823805,41.6879,-87.8186,69096.0,810.0,0.0271604938271604,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0002,2023,17031823805,41.6879,-87.8186,70938.0,793.0,0.010088272,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0002,2024,17031823805,41.6879,-87.8186,62647.0,715.0,0.0433566433566433,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0002,2025,17031823805,41.6879,-87.8186,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3189
07-016-2300-13-0003,2018,17031824127,41.5786,-87.8391,,,,,,,,,,,,,0.0,3706
07-016-2300-13-0003,2019,17031824127,41.5786,-87.8391,,,,,,,,,,,,,0.0,3706
07-016-2300-13-0003,2020,17031824127,41.5786,-87.8391,97821.0,1005.0,0.009950249,,,,,,,,,,0.0,3706
07-016-2300-13-0003,2021,17031824127,41.5786,-87.8391,104833.0,1003.0,0.030907278,,,,,,,,,,0.0,3706
07-016-2300-13-0003,2022,17031824127,41.5786,-87.8391,116087.0,986.0,0.039553753,,,,,,,,,,0.0,3706
07-016-2300-13-0003,2023,17031824127,41.5786,-87.8391,117574.0,999.0,0.041041041,,,,,,,,,,0.0,3706
07-016-2300-13-0003,2024,17031824127,41.5786,-87.8391,100313.0,1066.0,0.033771107,,,,,,,,,,0.0,3706
07-016-2300-13-0003,2025,17031824127,41.5786,-87.8391,,,,,,,,,,,,,0.0,3706
07-016-2310-16-0001,2018,17031821900,41.712648,-87.700949,71393.0,1204.0,0.039036545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2310-16-0001,2019,17031821900,41.712648,-87.700949,82450.0,1149.0,0.035683203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2310-16-0001,2020,17031821900,41.712648,-87.700949,86121.0,1186.0,0.0261382799325463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2310-16-0001,2021,17031821900,41.712648,-87.700949,93720.0,1263.0,0.017418844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2310-16-0001,2022,17031821900,41.712648,-87.700949,100179.0,1311.0,0.027459954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2310-16-0001,2023,17031821900,41.712648,-87.700949,101071.0,1290.0,0.033333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2310-16-0001,2024,17031821900,41.712648,-87.700949,103192.0,1392.0,0.051005747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2310-16-0001,2025,17031821900,41.712648,-87.700949,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34924.31959445692,5129
07-016-2330-16-0001,2018,17031829800,41.5447,-87.6923,106079.0,1706.0,0.039273154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-2330-16-0001,2019,17031829800,41.5447,-87.6923,103417.0,1683.0,0.0499108734402852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-2330-16-0001,2020,17031829800,41.5447,-87.6923,104083.0,1399.0,0.008577555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-2330-16-0001,2021,17031829800,41.5447,-87.6923,126462.0,1535.0,0.00781759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-2330-16-0001,2022,17031829800,41.5447,-87.6923,135212.0,1719.0,0.007562536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-2330-16-0001,2023,17031829800,41.5447,-87.6923,141250.0,1905.0,0.007874016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-2330-16-0001,2024,17031829800,41.5447,-87.6923,135365.0,1861.0,0.005373455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-2330-16-0001,2025,17031829800,41.5447,-87.6923,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6891
07-016-9010-25-001C,2018,17031830007,41.483814,-87.728319,44595.0,1187.0,0.2106149957877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
07-016-9010-25-001C,2019,17031830007,41.483814,-87.728319,47466.0,1089.0,0.2102846648301193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
07-016-9010-25-001C,2020,17031830007,41.483814,-87.728319,51438.0,1177.0,0.1716227697536108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
07-016-9010-25-001C,2021,17031830007,41.483814,-87.728319,56852.0,1152.0,0.1032986111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
07-016-9010-25-001C,2022,17031830007,41.483814,-87.728319,56836.0,1234.0,0.1037277147487844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
07-016-9010-25-001C,2023,17031830007,41.483814,-87.728319,57273.0,1214.0,0.080724876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
07-016-9010-25-001C,2024,17031830007,41.483814,-87.728319,56042.0,1292.0,0.063467492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
07-016-9010-25-001C,2025,17031830007,41.483814,-87.728319,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4638
15-016-2990-25-0001,2018,17031040402,41.9752,-87.6801,82798.0,1119.0,0.0491510277033065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0001,2019,17031040402,41.9752,-87.6801,87479.0,1042.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0001,2020,17031040402,41.9752,-87.6801,89125.0,912.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0001,2021,17031040402,41.9752,-87.6801,91016.0,860.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0001,2022,17031040402,41.9752,-87.6801,94132.0,864.0,0.039351852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0001,2023,17031040402,41.9752,-87.6801,94541.0,706.0,0.046742209631728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0001,2024,17031040402,41.9752,-87.6801,99201.0,763.0,0.2752293577981651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0001,2025,17031040402,41.9752,-87.6801,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56393.41787326607,4746
15-016-2990-25-0003,2018,17031700401,41.7486,-87.7206,68241.0,1475.0,0.1430508474576271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0003,2019,17031700401,41.7486,-87.7206,65000.0,1406.0,0.1465149359886202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0003,2020,17031700401,41.7486,-87.7206,79318.0,1394.0,0.1492109038737446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0003,2021,17031700401,41.7486,-87.7206,69255.0,1482.0,0.1524966261808367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0003,2022,17031700401,41.7486,-87.7206,81065.0,1434.0,0.1422594142259414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0003,2023,17031700401,41.7486,-87.7206,94313.0,1376.0,0.082122093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0003,2024,17031700401,41.7486,-87.7206,87824.0,1380.0,0.099275362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0003,2025,17031700401,41.7486,-87.7206,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121070.43503524836,5822
15-016-2990-25-0006,2018,17031540102,41.6565,-87.589,13585.0,775.0,0.5922580645161291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0006,2019,17031540102,41.6565,-87.589,15293.0,756.0,0.533068783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0006,2020,17031540102,41.6565,-87.589,27694.0,712.0,0.4199438202247191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0006,2021,17031540102,41.6565,-87.589,26518.0,743.0,0.458950202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0006,2022,17031540102,41.6565,-87.589,28711.0,766.0,0.4960835509138381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0006,2023,17031540102,41.6565,-87.589,24583.0,780.0,0.5435897435897435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0006,2024,17031540102,41.6565,-87.589,21107.0,779.0,0.5969191270860077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0006,2025,17031540102,41.6565,-87.589,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113787.57574170952,2938
15-016-2990-25-0011,2018,17031300800,41.849562,-87.708282,29949.0,885.0,0.4327683615819209,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0011,2019,17031300800,41.849562,-87.708282,30367.0,848.0,0.4316037735849056,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0011,2020,17031300800,41.849562,-87.708282,27474.0,848.0,0.5094339622641509,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0011,2021,17031300800,41.849562,-87.708282,30465.0,998.0,0.4899799599198396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0011,2022,17031300800,41.849562,-87.708282,29684.0,983.0,0.4384537131230925,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0011,2023,17031300800,41.849562,-87.708282,31161.0,968.0,0.4121900826446281,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0011,2024,17031300800,41.849562,-87.708282,36349.0,839.0,0.3134684147794994,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0011,2025,17031300800,41.849562,-87.708282,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80031.81266420813,4136
15-016-2990-25-0012,2018,17031491200,41.6896,-87.6378,40167.0,483.0,0.217391304347826,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0012,2019,17031491200,41.6896,-87.6378,39234.0,468.0,0.1816239316239316,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0012,2020,17031491200,41.6896,-87.6378,43667.0,472.0,0.1334745762711864,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0012,2021,17031491200,41.6896,-87.6378,46667.0,431.0,0.088167053,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0012,2022,17031491200,41.6896,-87.6378,53586.0,473.0,0.1289640591966173,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0012,2023,17031491200,41.6896,-87.6378,60417.0,481.0,0.1642411642411642,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0012,2024,17031491200,41.6896,-87.6378,57407.0,516.0,0.1976744186046511,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0012,2025,17031491200,41.6896,-87.6378,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90025.8369342511,2019
15-016-2990-25-0013,2018,17031151001,41.9396,-87.7539,62734.0,658.0,0.1504559270516717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0013,2019,17031151001,41.9396,-87.7539,65417.0,662.0,0.063444109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0013,2020,17031151001,41.9396,-87.7539,76563.0,649.0,0.0400616332819722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0013,2021,17031151001,41.9396,-87.7539,85670.0,668.0,0.067365269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0013,2022,17031151001,41.9396,-87.7539,93879.0,675.0,0.071111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0013,2023,17031151001,41.9396,-87.7539,91992.0,633.0,0.085308057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0013,2024,17031151001,41.9396,-87.7539,94435.0,629.0,0.1017488076311605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0013,2025,17031151001,41.9396,-87.7539,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24650.800853349698,2833
15-016-2990-25-0014,2018,17031611500,41.8082,-87.678,35330.0,584.0,0.3236301369863014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0014,2019,17031611500,41.8082,-87.678,34875.0,571.0,0.3712784588441331,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0014,2020,17031611500,41.8082,-87.678,34196.0,609.0,0.2692939244663382,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0014,2021,17031611500,41.8082,-87.678,38956.0,627.0,0.2631578947368421,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0014,2022,17031611500,41.8082,-87.678,40960.0,667.0,0.2908545727136432,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0014,2023,17031611500,41.8082,-87.678,42353.0,714.0,0.2016806722689075,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0014,2024,17031611500,41.8082,-87.678,55647.0,660.0,0.1984848484848485,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0014,2025,17031611500,41.8082,-87.678,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159977.67042480735,3587
15-016-2990-25-0015,2018,17031835100,41.791,-87.6894,39398.0,998.0,0.2034068136272545,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0015,2019,17031835100,41.791,-87.6894,41938.0,961.0,0.1633714880332986,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0015,2020,17031835100,41.791,-87.6894,39324.0,958.0,0.1722338204592902,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0015,2021,17031835100,41.791,-87.6894,43203.0,1040.0,0.1759615384615384,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0015,2022,17031835100,41.791,-87.6894,47049.0,970.0,0.2103092783505154,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0015,2023,17031835100,41.791,-87.6894,46414.0,998.0,0.18937875751503,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0015,2024,17031835100,41.791,-87.6894,59174.0,989.0,0.2264914054600606,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0015,2025,17031835100,41.791,-87.6894,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,137105.02153465853,5585
15-016-2990-25-0016,2018,17031490500,41.7188,-87.6213,54137.0,474.0,0.1308016877637131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0016,2019,17031490500,41.7188,-87.6213,53190.0,504.0,0.1309523809523809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0016,2020,17031490500,41.7188,-87.6213,58295.0,487.0,0.1211498973305954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0016,2021,17031490500,41.7188,-87.6213,65179.0,499.0,0.1062124248496994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0016,2022,17031490500,41.7188,-87.6213,67135.0,389.0,0.064267352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0016,2023,17031490500,41.7188,-87.6213,78319.0,412.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0016,2024,17031490500,41.7188,-87.6213,87917.0,372.0,0.048387097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0016,2025,17031490500,41.7188,-87.6213,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,278713.95110097417,1995
15-016-2990-25-0019,2018,17031691500,41.754,-87.6019,17292.0,424.0,0.3514150943396226,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0019,2019,17031691500,41.754,-87.6019,17011.0,434.0,0.380184331797235,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0019,2020,17031691500,41.754,-87.6019,19470.0,438.0,0.5205479452054794,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0019,2021,17031691500,41.754,-87.6019,20109.0,402.0,0.572139303,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0019,2022,17031691500,41.754,-87.6019,22363.0,391.0,0.639386189,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0019,2023,17031691500,41.754,-87.6019,24101.0,387.0,0.5684754521963824,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0019,2024,17031691500,41.754,-87.6019,22846.0,368.0,0.5190217391304348,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0019,2025,17031691500,41.754,-87.6019,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,158898.82972657308,1806
15-016-2990-25-0020,2018,17031650100,41.7801,-87.7187,44722.0,1040.0,0.1557692307692307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0020,2019,17031650100,41.7801,-87.7187,43750.0,1019.0,0.1736997055937193,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0020,2020,17031650100,41.7801,-87.7187,43301.0,909.0,0.1452145214521452,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0020,2021,17031650100,41.7801,-87.7187,53697.0,963.0,0.070612669,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0020,2022,17031650100,41.7801,-87.7187,59966.0,996.0,0.044176707,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0020,2023,17031650100,41.7801,-87.7187,65852.0,938.0,0.087420043,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0020,2024,17031650100,41.7801,-87.7187,68476.0,982.0,0.1211812627291242,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0020,2025,17031650100,41.7801,-87.7187,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44583.62490597088,4765
15-016-2990-25-0021,2018,17031420100,41.78211,-87.587269,19750.0,320.0,0.309375,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0021,2019,17031420100,41.78211,-87.587269,18411.0,355.0,0.4056338028169014,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0021,2020,17031420100,41.78211,-87.587269,19358.0,342.0,0.4122807017543859,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0021,2021,17031420100,41.78211,-87.587269,19608.0,333.0,0.4354354354354354,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0021,2022,17031420100,41.78211,-87.587269,21275.0,350.0,0.4171428571428571,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0021,2023,17031420100,41.78211,-87.587269,22215.0,360.0,0.3583333333333333,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0021,2024,17031420100,41.78211,-87.587269,,311.0,0.3247588424437299,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0021,2025,17031420100,41.78211,-87.587269,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,319401.28641105624,1642
15-016-2990-25-0022,2018,17031580501,41.818178,-87.694838,39706.0,1074.0,0.2458100558659217,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0022,2019,17031580501,41.818178,-87.694838,39520.0,1109.0,0.1866546438232642,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0022,2020,17031580501,41.818178,-87.694838,41711.0,1051.0,0.1798287345385347,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0022,2021,17031580501,41.818178,-87.694838,43819.0,1091.0,0.1109074243813015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0022,2022,17031580501,41.818178,-87.694838,45854.0,1115.0,0.1183856502242152,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0022,2023,17031580501,41.818178,-87.694838,52757.0,1100.0,0.07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0022,2024,17031580501,41.818178,-87.694838,74667.0,1155.0,0.055411255,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0022,2025,17031580501,41.818178,-87.694838,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110992.14408703583,5170
15-016-2990-25-0023,2018,17031200200,41.92744,-87.736051,44077.0,1092.0,0.184981685,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40096.34431755972,5162
