x_POP20,School Name,district,county,school_type,grades_served,year,y_chronic_abs,y_ela_prof,y_grad_4yr,y_math_prof,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,x_D_black_white,x_D_lowincome_notlowincome,x_D_white_hispanic,x_median_hh_income,x_total_n_hh,x_hh_under_0.5_pov,x_hh_between_0.5_0.74_pov,x_hh_between_0.75_0.99_pov,x_hh_between_1.00_to_1.24_pov,x_hh_between_1.25_to_1.49_pov,x_hh_between_1.50_to_1.74_pov,x_hh_between_1.75_to_1.84_pov,x_hh_between_1.85_to_1.99_pov,x_hh_between_2.00_to_2.99_pov,x_hh_between_3.00_to_3.99_pov,x_hh_between_4.00_to_4.99_pov,x_hh_between_5.00_and_over_pov,x_pov_share_under_1_00,x_Urban,x_LILATracts_1And10,x_LILATracts_halfAnd10,x_LILATracts_1And20,x_LILATracts_Vehicle,x_LowIncomeTracts,x_LA1and10,x_LAhalfand10,x_LA1and20,x_transport_length
6445.0,J Sterling Morton West High Sch,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9 - 12,2024,30.2,16.7,82.8,8.7,867.0,90.9,4.1,3410.0,17.0,1.0,5.8,25.2,87.0,1.2,16.5,78.8,5.3,19.3,57.5,89.3,0.7885703578630185,0.5226036612987716,0.5984771053748413,66724.0,1671.0,0.0,159.0,0.0,47.0,0.0,160.0,0.0,74.0,372.0,238.0,409.0,212.0,0.095152603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34745.163077627076
6445.0,J Sterling Morton West High Sch,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9 - 12,2025,31.7,40.7,85.3,18.7,867.0,90.5,3.5,3300.0,16.6,1.2,6.5,28.2,85.1,1.9,17.2,78.1,6.0,19.3,63.7,89.0,0.7828371078077657,0.5053128806800504,0.5947474157648664,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2016,10.3,,5.3,,,94.6,0.1,1275.0,6.4,0.0,1.9,26.3,96.6,0.5,9.5,94.4,0.9,,66.2,89.6,0.7582594210265702,0.575559100801645,0.6026948148460517,44778.0,1052.0,85.0,59.0,55.0,77.0,114.0,25.0,31.0,57.0,214.0,153.0,60.0,122.0,0.1891634980988593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2017,4.2,,,,,96.1,0.2,1209.0,5.1,0.2,1.6,25.4,96.3,0.2,9.0,95.0,1.6,,63.5,91.2,0.7865127144466507,0.6084814665314048,0.6303904112872264,50462.0,1048.0,104.0,31.0,64.0,48.0,56.0,46.0,37.0,57.0,247.0,182.0,79.0,97.0,0.1898854961832061,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2018,33.8,,0.0,,,94.1,0.0,1182.0,5.3,,2.2,26.1,92.7,,9.5,95.4,2.2,,,91.9,0.7864616524779631,0.5877897656269258,0.6230274556540557,51086.0,1122.0,83.0,32.0,59.0,72.0,36.0,65.0,78.0,91.0,235.0,193.0,96.0,82.0,0.1550802139037433,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2019,17.9,,0.0,,107.0,94.2,1.3,1242.0,4.1,0.2,2.0,28.7,94.0,2.7,9.0,93.7,3.1,10.2,,90.4,0.7839074603594075,0.5542569409271805,0.6247704774800023,55117.0,1172.0,61.0,40.0,24.0,65.0,60.0,66.0,91.0,73.0,238.0,182.0,161.0,111.0,0.106655290102389,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2020,11.2,,0.0,,136.0,95.6,1.9,1066.0,5.3,,1.6,28.5,96.2,1.3,8.2,93.6,1.9,9.4,,87.0,0.7873785595622814,0.5458890801078016,0.6231312056700935,56763.0,1169.0,42.0,22.0,17.0,62.0,61.0,70.0,93.0,54.0,350.0,165.0,162.0,71.0,0.069289991,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2021,19.3,,,,136.0,94.4,1.5,1100.0,2.7,,1.6,36.0,89.3,1.1,10.0,83.5,8.3,9.4,,82.9,0.7967067793961019,0.5492514836824691,0.6148661607598671,61522.0,1161.0,32.0,0.0,46.0,68.0,76.0,54.0,100.0,90.0,330.0,117.0,130.0,118.0,0.067183463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2022,30.2,,,,,91.2,,1123.0,15.0,,2.0,40.7,92.8,,9.3,87.7,1.6,,,83.4,0.7965876587239,0.5284115178179017,0.6101835313650843,64849.0,1251.0,0.0,0.0,35.0,99.0,81.0,129.0,67.0,91.0,381.0,117.0,138.0,113.0,0.0279776179056754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2023,32.5,,0.0,,136.0,90.6,0.9,1139.0,16.0,,2.2,46.4,96.8,1.2,11.9,94.5,,9.4,,85.6,0.7939227726308796,0.5118302351061063,0.6030007625551171,70556.0,1281.0,2.0,0.0,33.0,65.0,90.0,162.0,8.0,47.0,433.0,138.0,181.0,122.0,0.027322404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9 - 9,2024,30.6,,,,204.0,91.1,1.8,1032.0,12.7,,1.9,45.9,97.2,1.8,10.4,93.8,,1.1,41.0,86.9,0.7885703578630185,0.5226036612987716,0.5984771053748413,56846.0,1190.0,34.0,9.0,47.0,90.0,30.0,162.0,10.0,24.0,463.0,132.0,88.0,101.0,0.075630252,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
5443.0,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,HIGH SCHOOL,Grade 9,2025,27.9,,,,204.0,91.2,1.8,932.0,17.6,,2.0,50.1,96.9,3.1,12.0,92.8,,1.1,42.5,86.0,0.7828371078077657,0.5053128806800504,0.5947474157648664,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34745.163077627076
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2016,3.3,49.9,92.9,30.8,,95.1,0.2,4046.0,3.5,1.7,4.0,2.2,19.9,0.7,11.6,16.0,72.2,,75.6,95.4,0.7582594210265702,0.575559100801645,0.6026948148460517,163214.0,1594.0,16.0,7.0,9.0,10.0,0.0,9.0,0.0,17.0,62.0,110.0,72.0,1282.0,0.0200752823086574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2017,3.4,64.3,93.8,63.9,,94.7,0.1,3980.0,2.1,1.8,4.0,1.6,19.1,0.8,10.6,14.2,72.8,,80.3,96.7,0.7865127144466507,0.6084814665314048,0.6303904112872264,176375.0,1547.0,0.0,5.0,0.0,12.0,10.0,8.0,0.0,9.0,46.0,92.0,95.0,1270.0,0.003232062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2018,10.6,59.3,96.0,58.5,,94.9,0.2,4000.0,2.7,2.1,3.7,1.9,19.3,0.8,10.5,12.2,72.9,,,96.6,0.7864616524779631,0.5877897656269258,0.6230274556540557,175078.0,1546.0,8.0,0.0,0.0,0.0,17.0,10.0,0.0,37.0,45.0,126.0,77.0,1226.0,0.005174644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2019,13.4,59.2,93.5,63.6,1136.0,94.2,0.9,4050.0,2.9,2.2,3.5,2.0,20.2,0.6,11.0,11.8,72.0,2.7,,96.1,0.7839074603594075,0.5542569409271805,0.6247704774800023,169306.0,1550.0,7.0,5.0,0.0,0.0,20.0,9.0,18.0,59.0,48.0,103.0,103.0,1178.0,0.007741935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2020,6.1,,93.8,,1323.0,96.6,1.5,3990.0,2.4,2.4,3.3,2.2,20.8,0.6,11.1,11.3,71.7,3.4,,96.2,0.7873785595622814,0.5458890801078016,0.6231312056700935,136753.0,1498.0,6.0,6.0,0.0,0.0,35.0,0.0,15.0,49.0,46.0,142.0,248.0,951.0,0.008010681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2021,6.4,54.0,95.2,50.8,1323.0,97.0,0.9,3975.0,2.0,2.2,3.1,2.5,22.5,0.5,11.2,11.1,69.6,3.4,,96.8,0.7967067793961019,0.5492514836824691,0.6148661607598671,143542.0,1521.0,5.0,8.0,7.0,0.0,35.0,0.0,13.0,48.0,53.0,138.0,242.0,972.0,0.0131492439184746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2022,28.1,49.1,95.1,52.8,,91.2,0.4,3919.0,3.4,2.3,3.2,3.5,23.8,0.4,11.8,11.8,67.6,,,97.2,0.7965876587239,0.5284115178179017,0.6101835313650843,171719.0,1553.0,15.0,10.0,9.0,0.0,6.0,0.0,15.0,58.0,51.0,141.0,231.0,1017.0,0.02189311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2023,23.6,54.1,96.1,54.0,1323.0,91.9,0.9,3787.0,5.4,2.5,2.9,4.2,25.5,,10.5,12.1,65.9,3.4,,96.1,0.7939227726308796,0.5118302351061063,0.6030007625551171,210819.0,1553.0,6.0,17.0,6.0,0.0,0.0,0.0,16.0,26.0,52.0,104.0,213.0,1113.0,0.0186735350933676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2024,22.7,52.1,95.2,52.7,1293.0,92.3,0.6,3713.0,6.6,2.5,3.1,6.0,26.2,,11.9,11.6,64.8,4.5,72.8,95.8,0.7885703578630185,0.5226036612987716,0.5984771053748413,227901.0,1553.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,6.0,26.0,116.0,180.0,1204.0,0.013522215067611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6028.0,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL,Grade 9 - 12,2025,24.0,72.5,95.1,62.3,1293.0,92.0,0.9,3645.0,7.3,2.4,3.3,6.7,26.5,,12.5,11.7,64.1,4.5,69.9,95.8,0.7828371078077657,0.5053128806800504,0.5947474157648664,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2016,1.7,34.2,94.7,38.8,,94.3,0.7,1635.0,3.5,1.8,5.6,3.7,33.0,1.4,12.4,16.2,56.8,,73.5,95.1,0.7582594210265702,0.575559100801645,0.6026948148460517,79292.0,1367.0,69.0,24.0,0.0,0.0,0.0,75.0,0.0,0.0,190.0,90.0,211.0,708.0,0.068032187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2017,4.0,58.1,94.5,47.5,,94.2,0.7,1619.0,3.5,1.7,5.7,3.4,34.2,1.1,11.8,20.0,55.5,,68.9,94.7,0.7865127144466507,0.6084814665314048,0.6303904112872264,82107.0,1384.0,83.0,13.0,0.0,0.0,0.0,51.0,0.0,0.0,204.0,142.0,194.0,697.0,0.069364162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2018,11.0,50.6,95.0,47.6,,94.5,0.9,1615.0,2.9,2.4,5.6,5.0,36.4,0.9,11.8,14.4,52.8,,,96.0,0.7864616524779631,0.5877897656269258,0.6230274556540557,91607.0,1372.0,94.0,14.0,0.0,0.0,0.0,26.0,0.0,18.0,148.0,143.0,165.0,764.0,0.078717201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2019,15.1,53.4,93.9,53.4,557.0,94.6,1.4,1636.0,2.7,2.0,5.2,5.0,36.6,0.6,12.3,11.7,53.0,9.8,,95.8,0.7839074603594075,0.5542569409271805,0.6247704774800023,86819.0,1350.0,44.0,15.0,0.0,0.0,0.0,39.0,15.0,15.0,124.0,175.0,129.0,794.0,0.043703704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2020,9.6,,95.1,,682.0,95.8,1.9,1636.0,3.2,2.3,4.6,4.2,36.7,1.1,12.3,11.3,52.9,11.4,,96.3,0.7873785595622814,0.5458890801078016,0.6231312056700935,102377.0,1387.0,20.0,0.0,0.0,0.0,59.0,30.0,21.0,17.0,84.0,169.0,119.0,868.0,0.0144196106705118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 20,Cook,HIGH SCHOOL,Grade 9 - 12,2021,7.7,45.8,95.5,43.6,682.0,96.3,0.2,1624.0,2.9,2.3,4.6,4.0,37.5,1.4,11.7,9.4,52.0,11.4,,94.0,0.7967067793961019,0.5492514836824691,0.6148661607598671,125115.0,1459.0,21.0,0.0,0.0,0.0,53.0,24.0,23.0,20.0,96.0,192.0,104.0,926.0,0.01439342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2022,19.1,48.2,95.5,51.3,,93.0,1.5,1625.0,6.4,2.0,5.4,3.8,39.3,1.5,13.2,25.6,49.9,,,93.6,0.7965876587239,0.5284115178179017,0.6101835313650843,147813.0,1425.0,0.0,0.0,0.0,0.0,53.0,9.0,13.0,15.0,41.0,183.0,81.0,1030.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2023,19.2,47.9,93.9,44.4,682.0,93.2,,1647.0,7.7,2.0,5.2,3.5,41.7,0.9,12.2,11.7,47.5,11.4,,93.9,0.7939227726308796,0.5118302351061063,0.6030007625551171,147993.0,1352.0,0.0,0.0,0.0,0.0,58.0,19.0,19.0,0.0,28.0,144.0,29.0,1055.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2024,19.9,41.0,94.9,39.1,590.0,93.0,0.8,1637.0,7.4,1.7,5.4,6.0,43.2,1.3,13.2,13.7,45.4,2.5,79.1,96.7,0.7885703578630185,0.5226036612987716,0.5984771053748413,147694.0,1385.0,0.0,0.0,0.0,0.0,72.0,15.0,0.0,0.0,40.0,189.0,14.0,1055.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5302.0,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,HIGH SCHOOL,Grade 9 - 12,2025,20.3,71.5,95.1,59.8,590.0,92.9,0.7,1638.0,8.2,1.8,4.6,6.3,43.7,1.2,12.5,12.5,45.2,2.5,73.7,95.9,0.7828371078077657,0.5053128806800504,0.5947474157648664,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2016,28.9,10.0,61.7,0.4,,77.2,6.2,1814.0,17.3,0.5,48.4,13.7,48.4,3.7,21.7,59.9,1.5,,94.7,74.7,0.7582594210265702,0.575559100801645,0.6026948148460517,22261.0,823.0,41.0,113.0,75.0,57.0,98.0,41.0,0.0,12.0,105.0,145.0,39.0,97.0,0.2782503037667072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2017,27.7,9.6,64.4,8.8,,78.7,1.8,1622.0,10.1,0.2,44.0,13.3,52.2,2.6,15.2,62.8,1.8,,68.1,77.3,0.7865127144466507,0.6084814665314048,0.6303904112872264,33810.0,825.0,39.0,91.0,39.0,25.0,69.0,46.0,25.0,9.0,185.0,129.0,52.0,116.0,0.2048484848484848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2018,37.4,6.1,68.5,5.0,,76.0,0.7,1620.0,9.5,,41.5,14.0,54.1,3.3,13.5,45.0,2.1,,,73.6,0.7864616524779631,0.5877897656269258,0.6230274556540557,32900.0,706.0,38.0,39.0,22.0,30.0,73.0,26.0,15.0,9.0,201.0,113.0,26.0,114.0,0.1402266288951841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2019,59.1,5.7,67.4,2.6,42.0,82.0,7.2,1660.0,12.9,0.3,40.8,15.3,55.9,3.2,13.9,45.8,1.4,13.1,,72.3,0.7839074603594075,0.5542569409271805,0.6247704774800023,40417.0,723.0,30.0,58.0,41.0,17.0,39.0,18.0,33.0,13.0,225.0,58.0,86.0,105.0,0.1784232365145228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2020,74.1,,76.9,,107.0,80.0,8.3,1616.0,11.9,0.2,39.9,16.6,58.3,2.8,14.0,70.3,1.1,10.3,,77.2,0.7873785595622814,0.5458890801078016,0.6231312056700935,52128.0,678.0,9.0,33.0,11.0,11.0,37.0,7.0,27.0,18.0,198.0,60.0,157.0,110.0,0.078171091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2021,35.8,4.1,71.0,2.5,107.0,88.4,3.4,1559.0,8.7,,36.9,17.3,60.1,2.0,15.8,39.4,1.7,10.3,,82.9,0.7967067793961019,0.5492514836824691,0.6148661607598671,58480.0,707.0,8.0,14.0,15.0,0.0,37.0,7.0,30.0,0.0,189.0,61.0,198.0,148.0,0.052333805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2022,59.5,3.6,72.7,2.1,,80.3,2.2,1669.0,21.6,,37.0,21.8,60.3,3.5,15.0,45.7,1.3,,,89.0,0.7965876587239,0.5284115178179017,0.6101835313650843,58925.0,674.0,52.0,13.0,12.0,0.0,34.0,17.0,12.0,25.0,85.0,118.0,168.0,138.0,0.1142433234421365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2023,66.4,6.1,83.2,1.7,107.0,79.2,5.5,1535.0,26.2,,37.5,23.9,59.7,2.1,13.5,33.4,1.4,10.3,,85.1,0.7939227726308796,0.5118302351061063,0.6030007625551171,61371.0,721.0,66.0,12.0,19.0,21.0,5.0,14.0,9.0,44.0,32.0,90.0,229.0,180.0,0.1345353675450762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2024,57.6,10.7,84.6,4.3,191.0,83.9,5.4,1525.0,22.7,,36.7,31.0,59.4,1.7,13.4,21.2,1.9,4.5,42.7,83.0,0.7885703578630185,0.5226036612987716,0.5984771053748413,49985.0,715.0,58.0,31.0,0.0,18.0,6.0,12.0,0.0,36.0,90.0,107.0,165.0,192.0,0.1244755244755244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3612.0,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2025,52.1,12.8,83.2,5.5,191.0,85.6,6.5,1548.0,24.0,,36.8,32.8,59.4,1.2,12.9,52.9,2.5,4.5,68.3,84.3,0.7828371078077657,0.5053128806800504,0.5947474157648664,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2016,20.4,8.5,77.6,2.7,,81.7,3.3,2060.0,14.1,0.7,49.7,12.9,46.6,1.4,18.3,41.5,2.3,,93.8,84.2,0.7582594210265702,0.575559100801645,0.6026948148460517,71510.0,877.0,9.0,56.0,0.0,28.0,28.0,16.0,0.0,21.0,107.0,170.0,119.0,323.0,0.074116306,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2017,19.3,12.1,81.4,6.7,,81.3,1.4,1850.0,9.3,0.4,47.1,11.9,44.3,1.1,13.9,24.6,2.6,,49.2,88.9,0.7865127144466507,0.6084814665314048,0.6303904112872264,77692.0,925.0,0.0,50.0,0.0,30.0,43.0,36.0,9.0,9.0,81.0,141.0,132.0,394.0,0.054054054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2018,26.2,7.4,76.4,7.8,,81.7,1.1,1797.0,8.1,,47.2,12.7,47.8,2.6,13.7,17.9,2.1,,,84.1,0.7864616524779631,0.5877897656269258,0.6230274556540557,76042.0,880.0,0.0,22.0,0.0,47.0,51.0,44.0,8.0,8.0,57.0,113.0,144.0,386.0,0.025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2019,49.2,6.2,74.4,3.1,254.0,85.6,5.3,1852.0,10.6,0.3,43.1,15.1,53.1,2.7,14.7,25.3,1.8,15.2,,80.3,0.7839074603594075,0.5542569409271805,0.6247704774800023,68355.0,814.0,0.0,23.0,0.0,32.0,61.0,59.0,17.0,0.0,45.0,75.0,155.0,347.0,0.0282555282555282,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2020,65.9,,83.9,,268.0,82.3,6.2,1794.0,11.4,1.9,40.1,15.3,55.1,2.6,15.7,51.6,1.6,10.8,,78.0,0.7873785595622814,0.5458890801078016,0.6231312056700935,57344.0,827.0,10.0,40.0,0.0,14.0,70.0,94.0,19.0,19.0,69.0,23.0,205.0,264.0,0.060459492140266,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2021,26.5,10.3,82.3,4.8,268.0,90.8,2.8,1792.0,8.9,0.6,39.8,16.7,57.1,2.3,15.6,31.9,0.9,10.8,,77.5,0.7967067793961019,0.5492514836824691,0.6148661607598671,61667.0,828.0,11.0,55.0,0.0,11.0,93.0,117.0,35.0,0.0,54.0,35.0,210.0,207.0,0.079710145,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2022,50.9,2.9,80.2,2.9,,84.1,0.7,1881.0,19.4,0.6,38.8,19.6,57.8,2.8,17.2,27.2,1.4,,,82.7,0.7965876587239,0.5284115178179017,0.6101835313650843,67235.0,752.0,11.0,67.0,0.0,13.0,0.0,96.0,13.0,27.0,102.0,55.0,252.0,116.0,0.1037234042553191,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2023,84.1,5.9,87.6,3.0,268.0,68.2,4.8,1763.0,22.4,0.7,38.6,20.2,57.2,2.3,14.5,21.6,1.8,10.8,,81.2,0.7939227726308796,0.5118302351061063,0.6030007625551171,80841.0,773.0,11.0,66.0,0.0,15.0,0.0,83.0,17.0,21.0,90.0,43.0,237.0,190.0,0.099611902,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3613.0,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL,Grade 9 - 12,2024,75.7,6.6,83.8,2.9,385.0,72.7,3.3,1686.0,19.7,,39.0,28.5,56.8,1.2,14.5,12.8,2.2,1.7,37.9,81.8,0.7885703578630185,0.5226036612987716,0.5984771053748413,86827.0,723.0,12.0,65.0,0.0,17.0,0.0,65.0,0.0,20.0,136.0,28.0,156.0,224.0,0.1065006915629322,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
